ID;DEPARTAMENTO;CIUDAD;LOCALIDAD;BARRIO
2731;1;1;2;17
2733;1;1;2;17
2735;1;1;2;23
2736;1;1;2;17
2737;1;1;2;17
2738;1;1;2;26
2739;1;1;3;38
2740;1;1;2;23
2741;1;1;3;33
2742;1;1;2;17
2743;1;1;2;17
2744;1;1;2;31
2745;1;1;2;30
2746;1;1;2;29
2748;1;1;3;42
2749;1;1;2;17
2750;1;1;2;31
2751;1;1;3;33
2752;1;1;3;38
2754;1;1;2;17
2755;1;1;2;12
2756;1;1;2;23
2757;1;1;2;12
2758;1;1;2;31
2759;1;1;2;17
2760;1;1;3;38
2761;1;1;2;30
2762;1;1;2;17
2763;1;1;3;33
2764;1;1;2;31
2766;1;1;2;31
2767;1;1;2;29
2770;1;1;2;32
2771;1;1;2;31
2773;1;1;2;12
2774;1;1;2;31
2775;1;1;2;17
2778;1;1;2;31
2779;1;1;2;26
2780;1;1;2;17
2781;1;1;2;31
2784;1;1;2;26
2785;1;1;2;12
2786;1;1;2;26
2787;1;1;2;12
2788;1;1;2;31
2789;1;1;2;17
2794;1;1;2;23
2797;1;1;2;31
2801;1;1;2;31
2803;1;1;2;31
2805;1;1;2;31
2806;1;1;2;32
2808;1;1;2;31
2809;1;1;2;23
2811;1;1;2;32
2812;1;1;2;17
2813;1;1;2;31
2814;1;1;2;31
2815;1;1;3;38
2817;1;1;2;30
2821;1;1;2;31
2822;1;1;2;31
2826;1;1;2;17
2828;1;1;2;31
2829;1;1;2;31
2832;1;1;2;31
2833;1;1;2;17
2835;1;1;2;27
2836;1;1;2;26
2838;1;1;2;31
2839;1;1;2;31
2841;1;1;2;17
2843;1;1;2;26
2844;1;1;2;31
2845;1;1;2;26
2847;1;1;2;26
2848;1;1;2;17
2849;1;1;3;38
2850;1;1;2;17
2851;1;1;2;17
2852;1;1;2;17
2853;1;1;2;17
2854;1;1;2;31
2855;1;1;2;17
2856;1;1;2;16
2858;1;1;2;32
2859;1;1;2;32
2860;1;1;2;31
2862;1;1;2;31
2863;1;1;2;30
2864;1;1;2;16
2867;1;1;2;30
2868;1;1;2;26
2869;1;1;2;17
2870;1;1;2;31
2871;1;1;2;16
2872;1;1;2;17
2873;1;1;2;31
2876;1;1;2;32
2877;1;1;2;30
2878;1;1;2;31
2879;1;1;2;17
2880;1;1;2;16
2881;1;1;2;32
2882;1;1;2;32
2883;1;1;2;17
2884;1;1;2;17
2886;1;1;2;23
2887;1;1;2;17
2888;1;1;3;38
2889;1;1;2;31
2890;1;1;2;30
2891;1;1;2;30
2893;1;1;2;31
2895;1;1;2;17
2896;1;1;2;31
2898;1;1;3;33
2899;1;1;2;23
2902;1;1;2;17
2903;1;1;2;17
2905;1;1;2;17
2906;1;1;2;17
2907;1;1;2;17
2908;1;1;2;12
2909;1;1;2;17
2910;1;1;2;30
2911;1;1;2;32
2914;1;1;3;42
2917;1;1;2;26
2918;1;1;2;32
2919;1;1;2;31
2920;1;1;3;33
2922;1;1;3;33
2924;1;1;2;32
2926;1;1;3;33
2928;1;1;2;17
2930;1;1;2;23
2931;1;1;2;31
2933;1;1;2;12
2934;1;1;2;17
2936;1;1;2;31
2941;1;1;2;26
2942;1;1;3;41
2943;1;1;2;12
2944;1;1;2;23
2945;1;1;2;23
2946;1;1;3;42
2947;1;1;2;12
2948;1;1;2;29
2949;1;1;2;17
2950;1;1;2;26
2951;1;1;2;17
2954;1;1;3;42
2955;1;1;3;38
2956;1;1;2;17
2959;1;1;2;32
2960;1;1;2;31
2961;1;1;3;42
2962;1;1;2;31
2963;1;1;2;17
2965;1;1;2;26
2967;1;1;2;31
2968;1;1;2;17
2971;1;1;2;26
2972;1;1;2;17
2973;1;1;2;32
2974;1;1;2;12
2975;1;1;2;32
2976;1;1;2;26
2977;1;1;2;32
2978;1;1;2;17
2979;1;1;2;17
2980;1;1;3;33
2982;1;1;2;26
2985;1;1;2;17
2986;1;1;2;12
2987;1;1;3;42
2988;1;1;2;32
2989;1;1;2;26
2992;1;1;2;32
2993;1;1;2;29
2995;1;1;2;32
2996;1;1;2;17
2997;1;1;2;17
2998;1;1;2;12
3000;1;1;2;23
3001;1;1;3;42
3002;1;1;2;17
3003;1;1;2;32
3005;1;1;2;23
3007;1;1;2;17
3008;1;1;2;17
3009;1;1;2;31
3010;1;1;2;27
3011;1;1;2;17
3012;1;1;2;32
3015;1;1;2;17
3018;1;1;2;31
3020;1;1;2;23
3021;1;1;2;31
3022;1;1;2;31
3023;1;1;2;31
3024;1;1;2;17
3025;1;1;2;31
3027;1;1;2;29
3030;1;1;2;23
3031;1;1;2;17
3032;1;1;2;26
3033;1;1;2;32
3034;1;1;2;32
3035;1;1;2;17
3037;1;1;2;31
3039;1;1;2;31
3043;1;1;2;17
3045;1;1;2;32
3047;1;1;2;23
3052;1;1;2;30
3053;1;1;2;31
3057;1;1;2;23
3059;1;1;2;26
3060;1;1;2;32
3061;1;1;2;17
3064;1;1;2;12
3069;1;1;2;17
3070;1;1;2;31
3071;1;1;3;38
3072;1;1;2;23
3075;1;1;2;30
3077;1;1;2;12
3078;1;1;2;17
3079;1;1;2;31
3080;1;1;2;26
3081;1;1;2;12
3082;1;1;2;30
3083;1;1;2;30
3084;1;1;2;26
3089;1;1;2;17
3091;1;1;2;31
3093;1;1;2;32
3094;1;1;2;17
3097;1;1;2;17
3098;1;1;2;23
3099;1;1;2;26
3100;1;1;2;12
3101;1;1;2;17
3104;1;1;2;17
3107;1;1;3;42
3108;1;1;2;26
3109;1;1;2;26
3111;1;1;2;31
3114;1;1;2;29
3115;1;1;2;31
3116;1;1;2;26
3117;1;1;2;12
3118;1;1;2;17
3119;1;1;2;26
3121;1;1;2;29
3123;1;1;2;32
3124;1;1;2;26
3126;1;1;2;26
3128;1;1;2;17
3129;1;1;2;17
3133;1;1;2;23
3135;1;1;2;17
3137;1;1;2;17
3139;1;1;2;31
3140;1;1;2;31
3141;1;1;3;38
3143;1;1;2;17
3144;1;1;2;31
3145;1;1;2;31
3146;1;1;2;31
3147;1;1;2;17
3148;1;1;2;27
3149;1;1;2;17
3150;1;1;2;23
3151;1;1;2;31
3154;1;1;3;33
3157;1;1;2;31
3159;1;1;2;17
3160;1;1;2;31
3162;1;1;2;31
3163;1;1;2;17
3165;1;1;3;38
3166;1;1;2;32
3168;1;1;2;30
3174;1;1;2;23
3176;1;1;2;31
3177;1;1;2;26
3180;1;1;2;30
3182;1;1;2;17
3187;1;1;3;38
3195;1;1;2;12
3197;1;1;2;31
3198;1;1;2;31
3200;1;1;2;32
3202;1;1;3;38
3203;1;1;2;26
3213;1;1;2;26
3216;1;1;2;32
3217;1;1;2;32
3218;1;1;3;38
3223;1;1;2;31
3224;1;1;2;31
3232;1;1;2;17
3233;1;1;2;17
3238;1;1;2;31
3239;1;1;2;12
3243;1;1;2;23
3246;1;1;2;30
3248;1;1;2;17
3249;1;1;2;17
3253;1;1;2;32
3258;1;1;3;33
3259;1;1;2;30
3266;1;1;2;32
3268;1;1;2;31
3274;1;1;2;17
3275;1;1;3;33
3280;1;1;2;26
3288;1;1;2;12
3289;1;1;2;12
3297;1;1;2;26
3300;1;1;2;26
3307;1;1;2;17
3308;1;1;2;23
3309;1;1;2;17
3310;1;1;2;30
3311;1;1;2;26
3313;1;1;2;26
3314;1;1;2;32
3316;1;1;2;17
3317;1;1;3;38
3318;1;1;2;31
3320;1;1;2;31
3325;1;1;2;31
3326;1;1;2;17
3331;1;1;2;23
3335;1;1;2;30
3336;1;1;2;17
3337;1;1;2;23
3338;1;1;2;26
3340;1;1;2;12
3341;1;1;2;12
3342;1;1;2;17
3344;1;1;2;32
3345;1;1;2;23
3346;1;1;2;26
3348;1;1;3;38
3351;1;1;2;29
3352;1;1;2;31
3353;1;1;2;30
3354;1;1;2;31
3356;1;1;2;17
3357;1;1;2;17
3359;1;1;2;17
3362;1;1;2;17
3363;1;1;2;17
3364;1;1;2;17
3365;1;1;3;41
3366;1;1;2;17
3368;1;1;2;12
3370;1;1;2;12
3371;1;1;2;26
3372;1;1;2;17
3375;1;1;2;29
3376;1;1;3;42
3377;1;1;2;32
3378;1;1;2;17
3379;1;1;2;17
3383;1;1;2;26
3384;1;1;2;17
3386;1;1;2;23
3387;1;1;2;26
3388;1;1;2;29
3393;1;1;2;12
3395;1;1;2;31
3397;1;1;2;31
3398;1;1;2;12
3399;1;1;2;17
3401;1;1;2;17
3402;1;1;2;30
3404;1;1;2;17
3407;1;1;3;38
3408;1;1;3;38
3410;1;1;2;32
3412;1;1;2;31
3414;1;1;2;31
3415;1;1;3;38
3417;1;1;2;30
3420;1;1;2;17
3422;1;1;2;31
3423;1;1;2;31
3424;1;1;2;31
3426;1;1;3;42
3427;1;1;2;17
3428;1;1;2;23
3429;1;1;2;17
3430;1;1;3;42
3431;1;1;3;42
3433;1;1;2;26
3434;1;1;2;17
3438;1;1;2;30
3439;1;1;2;17
3440;1;1;2;17
3441;1;1;2;17
3442;1;1;2;32
3443;1;1;2;31
3444;1;1;2;17
3445;1;1;2;23
3447;1;1;2;31
3448;1;1;2;23
3449;1;1;2;31
3450;1;1;2;23
3453;1;1;2;30
3455;1;1;3;38
3457;1;1;2;32
3459;1;1;2;31
3465;1;1;2;31
3466;1;1;2;32
3467;1;1;2;26
3470;1;1;2;17
3472;1;1;2;32
3477;1;1;2;31
3483;1;1;2;26
3485;1;1;2;32
3490;1;1;3;33
3498;1;1;2;26
3499;1;1;2;12
3501;1;1;3;38
3507;1;1;2;31
3511;1;1;2;12
3512;1;1;2;31
3514;1;1;2;17
3515;1;1;2;17
3519;1;1;2;12
3522;1;1;2;32
3543;1;1;2;17
3544;1;1;2;31
3567;1;1;2;17
3596;1;1;2;32
3599;1;1;3;42
3600;1;1;2;31
3605;1;1;2;31
3608;1;1;2;31
3611;1;1;3;42
3612;1;7;9;116
3613;1;7;9;117
3614;1;7;9;123
3615;1;7;9;124
3616;1;7;9;125
3617;1;7;9;126
3618;1;7;9;141
3619;1;7;9;124
3620;1;7;9;123
3621;1;7;9;128
3622;1;7;9;129
3623;1;7;9;130
3624;1;7;9;142
3625;1;7;9;131
3626;1;7;9;132
3627;1;7;9;130
3628;1;7;9;133
3629;1;7;9;124
3630;1;7;9;124
3631;1;7;9;134
3632;1;7;9;135
3633;1;7;9;136
3634;1;7;9;137
3635;1;7;9;138
3636;1;7;9;134
3637;1;7;9;116
3638;1;7;9;130
3639;1;7;9;139
3640;1;7;9;150
3641;1;7;9;130
3642;1;7;9;140
3643;1;7;9;134
3644;1;7;9;141
3645;1;7;9;131
3646;1;7;9;128
3647;1;7;9;142
3648;1;7;9;117
3649;1;7;9;130
3650;1;7;9;139
3651;1;7;9;132
3652;1;7;9;141
3653;1;7;9;143
3654;1;7;9;123
3655;1;7;9;116
3656;1;7;9;123
3657;1;7;9;125
3658;1;7;9;125
3659;1;7;9;141
3660;1;7;9;137
3661;1;7;9;144
3662;1;7;9;128
3663;1;7;9;125
3664;1;7;9;116
3665;1;7;9;116
3666;1;7;9;137
3667;1;7;9;136
3668;1;7;9;137
3669;1;7;9;145
3670;1;7;9;137
3671;1;7;9;130
3672;1;7;9;152
3673;1;7;9;126
3674;1;7;9;146
3675;1;7;9;123
3676;1;7;9;123
3677;1;7;9;131
3678;1;7;9;135
3679;1;7;9;147
3680;1;7;9;123
3681;1;7;9;148
3682;1;7;9;124
3683;1;7;9;142
3684;1;7;9;142
3685;1;7;9;137
3686;1;7;9;144
3687;1;7;9;124
3688;1;7;9;142
3689;1;7;9;130
3690;1;7;9;136
3691;1;7;9;152
3692;1;7;9;149
3693;1;7;9;124
3694;1;7;9;124
3695;1;7;9;150
3696;1;7;9;138
3697;1;7;9;147
3698;1;7;9;132
3699;1;7;9;131
3700;1;7;9;130
3701;1;7;9;144
3702;1;7;9;129
3703;1;7;9;124
3704;1;7;9;123
3705;1;7;9;127
3706;1;7;9;131
3707;1;7;9;131
3708;1;7;9;131
3709;1;7;9;131
3710;1;7;9;136
3711;1;7;9;134
3712;1;7;9;142
3713;1;7;9;142
3714;1;7;9;131
3715;1;7;9;131
3716;1;7;9;125
3717;1;7;9;131
3718;1;7;9;131
3719;1;7;9;131
3720;1;7;9;151
3721;1;7;9;131
3722;1;7;9;131
3723;1;7;9;136
3724;1;7;9;130
3725;1;7;9;135
3726;1;7;9;131
3727;1;7;9;131
3728;1;7;9;133
3729;1;7;9;132
3730;1;7;9;124
3731;1;7;9;133
3732;1;7;9;133
3733;1;7;9;127
3734;1;7;9;148
3735;1;7;9;124
3736;1;7;9;124
3737;1;7;9;131
3738;1;7;9;142
3739;1;7;9;130
3740;1;7;9;124
3741;1;7;9;131
3742;1;7;9;137
3743;1;7;9;131
3744;1;7;9;148
3745;1;7;9;135
3746;1;7;9;131
3747;1;7;9;131
3748;1;7;9;129
3749;1;7;9;127
3750;1;7;9;131
3751;1;7;9;116
3752;1;7;9;134
3753;1;7;9;125
3754;1;7;9;125
3755;1;7;9;125
3756;1;7;9;148
3757;1;7;9;131
3758;1;7;9;130
3759;1;7;9;127
3760;1;7;9;148
3761;1;7;9;128
3762;1;7;9;137
3763;1;7;9;124
3764;1;7;9;128
3765;1;7;9;124
3766;1;7;9;137
3767;1;7;9;141
3768;1;7;9;137
3769;1;7;9;143
3770;1;7;9;124
3771;1;7;9;131
3772;1;7;9;149
3773;1;7;9;136
3774;1;7;9;131
3775;1;7;9;116
3776;1;7;9;130
3777;1;7;9;125
3778;1;7;9;128
3779;1;7;9;127
3780;1;7;9;148
3781;1;7;9;140
3782;1;7;9;141
3783;1;7;9;148
3784;1;7;9;145
3785;1;7;9;152
3786;1;7;9;125
3787;1;7;9;123
3788;1;7;9;145
3789;1;7;9;145
3790;1;7;9;148
3791;1;7;9;127
3792;1;7;9;135
3793;1;7;9;128
3794;1;7;9;117
3795;1;7;9;131
3796;1;7;9;141
3797;1;7;9;142
3798;1;7;9;148
3799;1;7;9;124
3800;1;7;9;148
3801;1;7;9;128
3803;1;7;9;124
3804;1;7;9;123
3805;1;7;9;135
3806;1;7;9;125
3807;1;7;9;127
3808;1;7;9;154
3809;1;7;9;128
3810;1;7;9;151
3811;1;7;9;131
3812;1;7;9;149
3813;1;7;9;133
3814;1;7;9;130
3815;1;7;9;117
3816;1;7;9;150
3817;1;7;9;128
3818;1;7;9;136
3819;1;7;9;141
3820;1;7;9;126
3821;1;7;9;148
3822;1;7;9;148
3823;1;7;9;125
3824;1;7;9;132
3825;1;7;9;151
3826;1;7;9;147
3827;1;7;9;130
3828;1;7;9;133
3829;1;7;9;123
3830;1;7;9;125
3831;1;7;9;141
3832;1;7;9;133
3833;1;7;9;137
3834;1;7;9;125
3835;1;7;9;148
3836;1;7;9;126
3837;1;7;9;125
3838;1;7;9;132
3839;1;7;9;132
3840;1;7;9;117
3841;1;7;9;126
3842;1;7;9;139
3843;1;7;9;140
3844;1;7;9;116
3845;1;7;9;126
3846;1;7;9;124
3847;1;7;9;148
3848;1;7;9;124
3849;1;7;9;130
3850;1;7;9;132
3851;1;7;9;130
3852;1;7;9;135
3853;1;7;9;151
3854;1;7;9;132
3855;1;7;9;127
3856;1;7;9;141
3857;1;7;9;148
3858;1;7;9;128
3859;1;7;9;145
3860;1;7;9;135
3861;1;7;9;131
3862;1;7;9;133
3863;1;7;9;123
3864;1;7;9;132
3865;1;7;9;128
3866;1;7;9;139
3867;1;7;9;133
3868;1;7;9;150
3869;1;7;9;142
3870;1;7;9;141
3871;1;7;9;136
3872;1;7;9;124
3873;1;7;9;124
3874;1;7;9;136
3875;1;7;9;134
3876;1;7;9;137
3877;1;7;9;154
3878;1;7;9;130
3879;1;7;9;124
3880;1;7;9;132
3881;1;7;9;126
3882;1;7;9;142
3883;1;7;9;149
3884;1;7;9;123
3885;1;7;9;150
3886;1;7;9;124
3887;1;7;9;128
3888;1;7;9;147
3889;1;7;9;126
3890;1;7;9;125
3891;1;7;9;148
3892;1;7;9;130
3893;1;7;9;125
3894;1;7;9;126
3895;1;7;9;123
3896;1;7;9;128
3897;1;7;9;136
3898;1;7;9;147
3899;1;7;9;132
3900;1;7;9;132
3901;1;7;9;147
3902;1;7;9;117
3903;1;7;9;142
3904;1;7;9;148
3905;1;7;9;128
3906;1;7;9;117
3907;1;7;9;147
3908;1;7;9;135
3909;1;7;9;147
3910;1;7;9;130
3911;1;7;9;125
3912;1;7;9;133
3913;1;7;9;128
3914;1;7;9;137
3915;1;7;9;153
3916;1;7;9;148
3917;1;7;9;147
3918;1;7;9;132
3919;1;7;9;132
3920;1;7;9;130
3921;1;7;9;147
3922;1;7;9;135
3923;1;7;9;125
3924;1;7;9;138
3925;1;7;9;152
3926;1;7;9;141
3927;1;7;9;134
3928;1;7;9;142
3929;1;7;9;130
3931;1;7;9;137
3932;1;7;9;128
3933;1;7;9;137
3934;1;7;9;135
3935;1;7;9;137
3936;1;7;9;137
3937;1;7;9;126
3938;1;7;9;148
3939;1;7;9;124
3940;1;7;9;132
3941;1;7;9;140
3942;1;7;9;130
3943;1;7;9;134
3944;1;7;9;148
3945;1;7;9;123
3946;1;7;9;130
3947;1;7;9;142
3948;1;7;9;132
3949;1;7;9;133
3950;1;7;9;136
3951;1;7;9;130
3952;1;7;9;128
3953;1;7;9;124
3954;1;7;9;141
3955;1;7;9;150
3956;1;7;9;141
3957;1;7;9;144
3958;1;7;9;137
3959;1;7;9;148
3960;1;7;9;116
3961;1;7;9;150
3962;1;7;9;136
3963;1;7;9;141
3964;1;7;9;136
3965;1;7;9;116
3966;1;7;9;137
3967;1;7;9;137
3968;1;7;9;134
3969;1;7;9;148
3970;1;7;9;135
3971;1;7;9;142
3972;1;7;9;142
3973;1;7;9;151
3974;1;7;9;123
3975;1;7;9;128
3976;1;7;9;128
3977;1;7;9;136
3978;1;7;9;140
3979;1;7;9;127
3980;1;7;9;137
3981;1;7;9;128
3982;1;7;9;133
3983;1;7;9;139
3984;1;7;9;142
3985;1;7;9;130
3986;1;7;9;124
3987;1;7;9;134
3988;1;7;9;145
3989;1;7;9;136
3990;1;7;9;126
3991;1;7;9;139
3992;1;7;9;131
3993;1;7;9;130
3994;1;7;9;130
3995;1;7;9;142
3996;1;7;9;132
3997;1;7;9;141
3998;1;7;9;135
3999;1;7;9;148
4000;1;7;9;145
4001;1;7;9;128
4002;1;7;9;123
4003;1;7;9;130
4004;1;7;9;130
4005;1;7;9;146
4006;1;7;9;125
4007;1;7;9;141
4008;1;7;9;116
4009;1;7;9;117
4010;1;7;9;125
4011;1;7;9;135
4012;1;7;9;147
4013;1;7;9;123
4014;1;7;9;135
4015;1;7;9;132
4016;1;7;9;142
4017;1;7;9;148
4018;1;7;9;130
4019;1;7;9;124
4020;1;7;9;142
4021;1;7;9;125
4022;1;7;9;141
4023;1;7;9;123
4024;1;7;9;123
4025;1;7;9;145
4026;1;7;9;150
4027;1;7;9;131
4028;1;7;9;123
4029;1;7;9;137
4030;1;7;9;123
4031;1;7;9;146
4032;1;7;9;136
4033;1;7;9;135
4034;1;7;9;123
4035;1;7;9;132
4036;1;7;9;131
4037;1;7;9;142
4038;1;7;9;141
4039;1;7;9;125
4040;1;7;9;135
4041;1;7;9;128
4042;1;7;9;128
4043;1;7;9;142
4044;1;7;9;142
4045;1;7;9;136
4046;1;7;9;132
4047;1;7;9;131
4048;1;7;9;130
4049;1;7;9;136
4050;1;7;9;137
4051;1;7;9;117
4052;1;7;9;133
4053;1;7;9;124
4054;1;7;9;131
4055;1;7;9;141
4056;1;7;9;141
4057;1;7;9;147
4058;1;7;9;131
4059;1;7;9;138
4060;1;7;9;147
4061;1;7;9;124
4062;1;7;9;116
4063;1;7;9;137
4064;1;7;9;125
4065;1;7;9;142
4066;1;7;9;130
4067;1;7;9;132
4068;1;7;9;125
4069;1;7;9;147
4070;1;7;9;131
4071;1;7;9;136
4072;1;7;9;127
4073;1;7;9;130
4074;1;7;9;129
4075;1;7;9;136
4076;1;7;9;128
4077;1;7;9;129
4078;1;7;9;132
4079;1;7;9;145
4080;1;7;9;146
4081;1;7;9;133
4082;1;7;9;148
4083;1;7;9;136
4084;1;7;9;128
4085;1;7;9;116
4086;1;7;9;129
4087;1;7;9;136
4088;1;7;9;137
4089;1;7;9;142
4090;1;7;9;124
4091;1;7;9;131
4092;1;7;9;137
4093;1;7;9;123
4094;1;7;9;133
4095;1;7;9;124
4096;1;7;9;128
4097;1;7;9;154
4098;1;7;9;146
4099;1;7;9;137
4100;1;7;9;127
4101;1;7;9;117
4102;1;7;9;142
4103;1;7;9;127
4104;1;7;9;125
4105;1;7;9;150
4106;1;7;9;138
4107;1;7;9;140
4108;1;7;9;132
4109;1;7;9;117
4110;1;7;9;137
4111;1;7;9;119
4112;1;7;9;148
4113;1;7;9;130
4114;1;7;9;134
4115;1;7;9;117
4116;1;7;9;141
4117;1;7;9;142
4118;1;7;9;124
4119;1;7;9;153
4120;1;7;9;128
4121;1;7;9;150
4122;1;7;9;125
4123;1;7;9;125
4124;1;7;9;150
4125;1;7;9;130
4126;1;7;9;130
4127;1;7;9;148
4128;1;7;9;150
4129;1;7;9;137
4130;1;7;9;128
4131;1;7;9;141
4132;1;7;9;150
4133;1;7;9;137
4134;1;7;9;136
4135;1;7;9;124
4136;1;7;9;150
4137;1;7;9;126
4138;1;7;9;130
4139;1;7;9;126
4140;1;7;9;130
4141;1;7;9;128
4142;1;7;9;141
4143;1;7;9;123
4144;1;7;9;130
4145;1;7;9;130
4146;1;7;9;128
4147;1;7;9;123
4148;1;7;9;154
4149;1;7;9;132
4150;1;7;9;123
4151;1;7;9;142
4152;1;7;9;148
4153;1;7;9;145
4154;1;7;9;128
4155;1;7;9;148
4156;1;7;9;124
4157;1;7;9;125
4158;1;7;9;144
4159;1;7;9;150
4160;1;7;9;128
4161;1;7;9;130
4162;1;7;9;123
4163;1;7;9;128
4164;1;7;9;128
4165;1;7;9;130
4166;1;7;9;128
4167;1;7;9;127
4168;1;7;9;128
4169;1;7;9;137
4170;1;7;9;148
4171;1;7;9;137
4172;1;7;9;124
4173;1;7;9;128
4174;1;7;9;148
4175;1;7;9;123
4176;1;7;9;128
4177;1;7;9;128
4178;1;7;9;124
4179;1;7;9;128
4180;1;7;9;124
4181;1;7;9;139
4182;1;7;9;123
4183;1;7;9;129
4184;1;7;9;125
4185;1;7;9;124
4186;1;7;9;135
4187;1;7;9;150
4188;1;7;9;126
4189;1;7;9;141
4190;1;7;9;151
4191;1;7;9;124
4192;1;7;9;142
4193;1;7;9;132
4194;1;7;9;128
4195;1;7;9;141
4196;1;7;9;144
4197;1;7;9;150
4198;1;7;9;141
4199;1;7;9;145
4200;1;7;9;141
4201;1;7;9;137
4202;1;7;9;127
4203;1;7;9;136
4204;1;7;9;124
4205;1;7;9;142
4206;1;7;9;134
4207;1;7;9;137
4208;1;7;9;142
4209;1;7;9;130
4210;1;7;9;141
4211;1;7;9;128
4212;1;7;9;142
4213;1;7;9;130
4214;1;7;9;150
4215;1;7;9;146
4216;1;7;9;153
4217;1;7;9;130
4218;1;7;9;151
4219;1;7;9;133
4220;1;7;9;130
4221;1;7;9;132
4222;1;7;9;128
4223;1;7;9;124
4224;1;7;9;117
4225;1;7;9;130
4226;1;7;9;141
4227;1;7;9;137
4228;1;7;9;151
4229;1;7;9;123
4230;1;7;9;133
4231;1;7;9;124
4232;1;7;9;148
4233;1;7;9;125
4234;1;7;9;150
4235;1;7;9;147
4236;1;7;9;142
4237;1;7;9;150
4238;1;7;9;137
4239;1;7;9;131
4240;1;7;9;137
4241;1;7;9;125
4242;1;7;9;123
4243;1;7;9;148
4244;1;7;9;123
4245;1;7;9;124
4246;1;7;9;128
4247;1;7;9;150
4248;1;7;9;135
4249;1;7;9;148
4250;1;7;9;128
4251;1;7;9;137
4252;1;7;9;130
4253;1;7;9;124
4254;1;7;9;124
4255;1;7;9;123
4256;1;7;9;144
4257;1;7;9;135
4258;1;7;9;124
4259;1;7;9;145
4260;1;7;9;131
4261;1;7;9;138
4262;1;7;9;125
4263;1;7;9;139
4264;1;7;9;137
4265;1;7;9;145
4266;1;7;9;128
4267;1;7;9;141
4268;1;7;9;136
4269;1;7;9;142
4270;1;7;9;126
4271;1;7;9;133
4272;1;7;9;153
4273;1;7;9;130
4274;1;7;9;127
4275;1;7;9;123
4276;1;7;9;142
4277;1;7;9;126
4278;1;7;9;124
4279;1;7;9;139
4280;1;7;9;141
4281;1;7;9;150
4282;1;7;9;132
4283;1;7;9;148
4284;1;7;9;135
4285;1;7;9;137
4286;1;7;9;128
4287;1;7;9;137
4288;1;7;9;130
4289;1;7;9;128
4290;1;7;9;128
4291;1;7;9;148
4292;1;7;9;123
4293;1;7;9;137
4294;1;7;9;125
4295;1;7;9;136
4296;1;7;9;117
4297;1;7;9;150
4298;1;7;9;130
4299;1;7;9;153
4300;1;7;9;131
4301;1;7;9;123
4302;1;7;9;142
4303;1;7;9;124
4304;1;7;9;141
4305;1;7;9;124
4306;1;7;9;128
4307;1;7;9;139
4308;1;7;9;125
4309;1;7;9;142
4310;1;7;9;129
4311;1;7;9;117
4312;1;7;9;151
4313;1;7;9;123
4314;1;7;9;151
4315;1;7;9;137
4316;1;7;9;130
4317;1;7;9;128
4318;1;7;9;125
4319;1;7;9;148
4320;1;7;9;125
4321;1;7;9;126
4322;1;7;9;132
4323;1;7;9;147
4324;1;7;9;124
4325;1;7;9;130
4326;1;7;9;125
4327;1;7;9;148
4328;1;7;9;130
4330;1;7;9;125
4331;1;7;9;128
4332;1;7;9;125
4333;1;7;9;124
4334;1;7;9;150
4335;1;7;9;152
4336;1;7;9;153
4337;1;7;9;137
4338;1;7;9;133
4339;1;7;9;151
4340;1;7;9;125
4341;1;7;9;150
4342;1;7;9;124
4343;1;7;9;135
4344;1;7;9;125
4345;1;7;9;136
4346;1;7;9;124
4347;1;7;9;144
4348;1;7;9;137
4349;1;7;9;151
4350;1;7;9;125
4351;1;7;9;130
4352;1;7;9;125
4353;1;7;9;125
4354;1;7;9;128
4355;1;7;9;135
4356;1;7;9;124
4357;1;7;9;124
4358;1;7;9;124
4359;1;7;9;130
4360;1;7;9;150
4361;1;7;9;137
4362;1;7;9;124
4363;1;7;9;124
4364;1;7;9;147
4365;1;7;9;130
4366;1;7;9;126
4367;1;7;9;128
4368;1;7;9;125
4369;1;7;9;142
4370;1;7;9;117
4371;1;7;9;142
4372;1;7;9;132
4373;1;7;9;139
4374;1;7;9;137
4375;1;7;9;128
4376;1;7;9;150
4377;1;7;9;128
4378;1;7;9;137
4379;1;7;9;129
4380;1;7;9;123
4381;1;7;9;130
4382;1;7;9;145
4383;1;7;9;117
4384;1;7;9;128
4385;1;7;9;124
4386;1;7;9;148
4387;1;7;9;137
4388;1;7;9;128
4389;1;7;9;148
4390;1;7;9;128
4391;1;7;9;141
4392;1;7;9;130
4393;1;7;9;133
4394;1;7;9;125
4395;1;7;9;128
4396;1;7;9;129
4397;1;7;9;128
4398;1;7;9;130
4399;1;7;9;137
4400;1;7;9;129
4401;1;7;9;133
4402;1;7;9;130
4403;1;7;9;125
4404;1;7;9;133
4405;1;7;9;142
4406;1;7;9;130
4407;1;7;9;123
4408;1;7;9;124
4409;1;7;9;123
4410;1;7;9;137
4411;1;7;9;125
4412;1;7;9;135
4413;1;7;9;132
4414;1;7;9;125
4415;1;7;9;124
4416;1;7;9;137
4417;1;7;9;130
4418;1;7;9;130
4419;1;7;9;125
4420;1;7;9;132
4421;1;7;9;141
4422;1;7;9;124
4423;1;7;9;130
4424;1;7;9;142
4425;1;7;9;141
4426;1;7;9;124
4427;1;7;9;124
4428;1;7;9;136
4429;1;7;9;146
4430;1;7;9;142
4431;1;7;9;128
4432;1;7;9;130
4433;1;7;9;125
4434;1;7;9;144
4435;1;7;9;136
4436;1;7;9;139
