ID;DEPARTAMENTO;CIUDAD;LOCALIDAD;BARRIO
922;1;1;2;31
924;1;1;2;31
925;1;1;2;17
931;1;1;2;31
936;1;1;3;38
945;1;1;2;31
946;1;1;2;17
950;1;1;2;32
957;1;1;2;31
962;1;1;2;31
963;1;1;2;32
965;1;1;3;38
967;1;1;2;26
968;1;1;2;32
971;1;1;2;31
972;1;1;3;38
976;1;1;3;38
978;1;1;2;32
980;1;1;2;23
982;1;1;2;17
985;1;1;2;26
987;1;1;2;29
988;1;1;2;30
990;1;1;2;26
992;1;1;2;31
994;1;1;3;38
995;1;1;3;42
996;1;1;2;29
997;1;1;2;29
998;1;1;2;30
1000;1;1;2;17
1001;1;1;2;31
1007;1;1;2;26
1008;1;1;2;32
1009;1;1;2;12
1010;1;1;2;32
1012;1;1;2;17
1017;1;1;2;23
1019;1;1;2;31
1021;1;1;2;29
1025;1;1;2;26
1026;1;1;2;12
1028;1;1;2;32
1031;1;1;2;17
1033;1;1;2;26
1034;1;1;2;32
1035;1;1;2;23
1038;1;1;2;17
1041;1;1;2;17
1042;1;1;2;23
1043;1;1;3;38
1045;1;1;2;23
1046;1;1;2;17
1047;1;1;2;31
1048;1;1;3;42
1050;1;1;2;26
1052;1;1;2;23
1054;1;1;2;26
1056;1;1;2;32
1060;1;1;2;31
1061;1;1;2;31
1063;1;1;2;17
1071;1;1;2;17
1080;1;1;2;29
1086;1;1;2;17
1088;1;1;2;26
1089;1;1;3;42
1092;1;1;2;31
1093;1;1;2;12
1094;1;1;2;17
1096;1;1;2;17
1097;1;1;2;31
1098;1;1;3;42
1101;1;1;2;26
1103;1;1;3;42
1107;1;1;2;17
1108;1;1;2;17
1113;1;1;3;42
1114;1;1;2;17
1116;1;1;2;31
1120;1;1;2;17
1125;1;1;2;30
1128;1;1;2;23
1129;1;1;2;31
1130;1;1;2;12
1131;1;1;2;31
1132;1;1;3;42
1133;1;1;2;23
1134;1;1;2;28
1135;1;1;2;17
1136;1;1;2;31
1137;1;1;2;12
1140;1;1;2;30
1142;1;1;3;41
1144;1;1;2;31
1146;1;1;2;23
1147;1;1;2;17
1150;1;1;2;12
1151;1;1;2;17
1153;1;1;2;23
1156;1;1;2;32
1159;1;1;2;31
1162;1;1;2;17
1166;1;1;2;32
1168;1;1;3;38
1169;1;1;2;31
1175;1;1;2;23
1177;1;1;2;17
1178;1;1;2;31
1183;1;1;2;23
1185;1;1;3;42
1187;1;1;2;26
1188;1;1;2;17
1191;1;1;2;17
1194;1;1;2;26
1195;1;1;2;30
1196;1;1;2;17
1198;1;1;2;23
1199;1;1;2;17
1200;1;1;3;38
1201;1;1;2;17
1202;1;1;2;17
1204;1;1;2;27
1205;1;1;2;31
1208;1;1;2;31
1209;1;1;3;38
1210;1;1;2;17
1213;1;1;2;17
1215;1;1;2;17
1217;1;1;2;12
1218;1;1;2;26
1219;1;1;2;17
1220;1;1;2;12
1221;1;1;2;17
1223;1;1;2;31
1224;1;1;2;32
1226;1;1;2;26
1229;1;1;3;38
1230;1;1;2;23
1232;1;1;2;28
1236;1;1;2;32
1237;1;1;2;23
1238;1;1;2;17
1239;1;1;2;26
1243;1;1;2;17
1244;1;1;2;17
1246;1;1;2;30
1247;1;1;2;17
1248;1;1;2;32
1250;1;1;2;26
1251;1;1;2;31
1252;1;1;2;26
1254;1;1;2;17
1255;1;1;2;26
1256;1;1;2;17
1257;1;1;2;26
1258;1;1;3;38
1262;1;1;2;26
1263;1;1;2;17
1265;1;1;2;17
1267;1;1;2;26
1268;1;1;2;31
1271;1;1;2;32
1272;1;1;2;17
1276;1;1;2;17
1280;1;1;2;17
1282;1;1;3;38
1283;1;1;2;17
1285;1;1;3;42
1286;1;1;2;12
1287;1;1;2;31
1290;1;1;2;29
1291;1;1;2;27
1294;1;1;2;17
1297;1;1;2;26
1298;1;1;3;38
1302;1;1;2;12
1303;1;1;2;17
1305;1;1;2;17
1308;1;1;2;17
1309;1;1;2;17
1310;1;1;2;28
1311;1;1;2;17
1313;1;1;2;17
1314;1;1;3;42
1322;1;1;2;32
1325;1;1;2;31
1326;1;1;2;17
1327;1;1;2;26
1329;1;1;2;17
1330;1;1;2;26
1331;1;1;3;41
1332;1;1;2;31
1333;1;1;2;31
1334;1;1;2;17
1335;1;1;2;31
1336;1;1;2;31
1339;1;1;2;17
1340;1;1;2;17
1342;1;1;2;17
1345;1;1;2;31
1346;1;1;2;31
1347;1;1;2;23
1349;1;1;2;26
1350;1;1;2;26
1354;1;1;2;32
1357;1;1;2;17
1358;1;1;2;32
1359;1;1;2;31
1360;1;1;2;27
1361;1;1;2;32
1363;1;1;2;31
1364;1;1;2;23
1366;1;1;2;17
1368;1;1;2;31
1369;1;1;2;26
1370;1;1;2;17
1372;1;1;2;31
1373;1;1;2;17
1374;1;1;2;17
1376;1;1;2;32
1378;1;1;2;28
1379;1;1;2;32
1380;1;1;2;23
1381;1;1;2;17
1383;1;1;2;31
1388;1;1;2;23
1390;1;1;2;29
1393;1;1;2;32
1395;1;1;2;32
1396;1;1;2;31
1398;1;1;2;23
1399;1;1;2;17
1400;1;1;2;31
1401;1;1;2;23
1402;1;1;2;32
1404;1;1;2;23
1405;1;1;2;17
1407;1;1;2;29
1408;1;1;2;17
1410;1;1;2;32
1411;1;1;2;26
1412;1;1;3;38
1416;1;1;2;32
1418;1;1;2;31
1421;1;1;2;17
1424;1;1;2;31
1429;1;1;2;26
1430;1;1;2;27
1433;1;1;2;23
1436;1;1;2;17
1437;1;1;2;31
1440;1;1;3;38
1441;1;1;2;31
1442;1;1;2;30
1444;1;1;2;32
1449;1;1;2;17
1450;1;1;2;31
1451;1;1;2;30
1453;1;1;2;17
1454;1;1;3;33
1457;1;1;2;26
1460;1;1;3;42
1462;1;1;2;17
1463;1;1;2;17
1465;1;1;2;26
1466;1;1;2;32
1467;1;1;3;38
1469;1;1;2;32
1470;1;1;2;17
1472;1;1;2;27
1475;1;1;2;32
1477;1;1;2;31
1478;1;1;2;32
1479;1;1;2;17
1481;1;1;2;31
1483;1;1;2;17
1485;1;1;2;26
1487;1;1;2;17
1490;1;1;2;31
1493;1;1;2;17
1495;1;1;2;29
1498;1;1;2;16
1499;1;1;3;42
1502;1;1;2;31
1508;1;1;2;29
1509;1;1;3;38
1510;1;1;2;17
1511;1;1;2;17
1515;1;1;2;12
1516;1;1;3;38
1517;1;1;2;26
1528;1;1;2;17
1529;1;1;2;26
1531;1;1;2;32
1532;1;1;3;38
1533;1;1;2;31
1536;1;1;2;23
1538;1;1;2;31
1539;1;1;2;32
1545;1;1;2;17
1546;1;1;2;28
1547;1;1;2;32
1548;1;1;2;30
1550;1;1;2;26
1551;1;1;3;38
1552;1;1;3;42
1554;1;1;2;31
1558;1;1;3;42
1559;1;1;2;23
1560;1;1;2;17
1561;1;1;2;26
1563;1;1;2;23
1564;1;1;2;23
1566;1;1;3;33
1567;1;1;2;23
1568;1;1;2;17
1569;1;1;2;26
1571;1;1;3;38
1572;1;1;2;30
1574;1;1;2;17
1575;1;1;3;33
1577;1;1;2;17
1580;1;1;2;17
1583;1;1;2;26
1586;1;1;2;17
1587;1;1;2;31
1593;1;1;2;31
1594;1;1;2;17
1596;1;1;2;17
1597;1;1;3;38
1600;1;1;3;33
1601;1;1;3;33
1602;1;1;3;33
1603;1;1;3;33
1604;1;1;3;33
1605;1;1;3;33
1608;1;1;3;33
1609;1;1;3;33
1610;1;1;3;33
1611;1;1;3;33
1612;1;1;3;33
1617;1;1;2;32
1618;1;1;3;33
1619;1;1;2;115
1620;1;1;2;32
1624;1;1;3;33
1625;1;1;3;33
1626;1;1;3;33
1630;1;1;3;33
1631;1;1;3;33
1632;1;1;3;33
1633;1;1;2;30
1638;1;1;3;42
1641;1;1;3;42
1645;1;1;2;23
1647;1;1;2;17
1649;1;1;2;17
1652;1;1;2;26
1653;1;1;3;33
1655;1;1;2;23
1657;1;1;3;33
1659;1;1;2;31
1660;1;1;3;33
1661;1;1;3;38
1665;1;1;3;33
1667;1;1;2;26
1668;1;1;2;31
1669;1;1;3;38
1671;1;1;2;29
1672;1;1;2;31
1673;1;1;2;26
1675;1;1;2;26
1679;1;1;2;23
1682;1;1;3;33
1684;1;1;2;17
1687;1;1;3;42
1688;1;1;2;17
1692;1;1;2;29
1693;1;1;3;42
1698;1;1;2;29
1699;1;1;2;17
1702;1;1;2;26
1704;1;1;3;33
1706;1;1;3;33
1708;1;1;2;30
1709;1;1;2;26
1710;1;1;2;23
1711;1;1;2;17
1712;1;1;3;38
1714;1;1;2;32
1715;1;1;2;17
1720;1;1;2;29
1721;1;1;3;38
1723;1;1;2;17
1725;1;1;2;32
1726;1;1;2;31
1727;1;1;2;17
1728;1;1;2;17
1731;1;1;3;33
1738;1;1;2;17
1739;1;1;3;42
1740;1;1;2;32
1741;1;1;2;23
1745;1;1;2;23
1746;1;1;3;42
1747;1;1;2;17
1748;1;1;3;38
1749;1;1;2;29
1751;1;1;2;23
1752;1;1;2;23
1753;1;1;3;33
1758;1;1;2;17
1760;1;1;2;29
1762;1;1;2;23
1763;1;1;2;31
1764;1;1;2;31
1766;1;1;3;42
1771;1;1;3;42
1773;1;1;2;26
1774;1;1;2;32
1776;1;1;3;33
1777;1;1;2;29
1779;1;1;3;33
1780;1;1;3;38
1784;1;1;2;16
1785;1;1;2;17
1787;1;1;2;17
1788;1;1;2;17
1790;1;1;2;27
1791;1;1;2;27
1795;1;1;3;42
1796;1;1;2;115
1798;1;1;2;30
1799;1;1;2;31
1800;1;1;2;115
1801;1;1;2;23
1802;1;1;2;17
1803;1;1;2;17
1804;1;1;2;26
1805;1;1;2;23
1806;1;1;2;30
1807;1;1;2;23
1808;1;1;2;12
1809;1;1;3;33
1810;1;1;2;32
1813;1;1;2;31
1814;1;1;2;17
1815;1;1;3;42
1816;1;1;2;17
1817;1;1;2;17
1819;1;1;2;31
1820;1;1;2;31
1821;1;1;2;26
1824;1;1;2;31
1825;1;1;2;17
1826;1;1;2;32
1828;1;1;2;31
1829;1;1;2;17
1830;1;1;3;38
1832;1;1;2;12
1833;1;1;2;32
1835;1;1;2;31
1836;1;1;2;31
1838;1;1;2;31
1840;1;1;2;26
1841;1;1;2;26
1844;1;1;2;32
1845;1;1;2;12
1847;1;1;2;26
1848;1;1;3;38
1849;1;1;2;31
1850;1;1;2;29
1853;1;1;2;32
1854;1;1;2;17
1855;1;1;2;32
1856;1;1;2;31
1858;1;1;3;38
1859;1;1;2;12
1862;1;1;2;23
1863;1;1;3;42
1864;1;1;2;29
1865;1;1;2;17
1867;1;1;2;17
1870;1;1;2;26
1871;1;1;2;30
1875;1;1;3;33
1876;1;1;2;32
1879;1;1;3;38
1880;1;1;2;31
1881;1;1;2;17
1882;1;1;3;42
1883;1;1;3;33
1885;1;1;3;38
1887;1;1;2;26
1890;1;1;2;26
1891;1;1;2;31
1892;1;1;2;17
1897;1;1;2;30
1898;1;1;2;32
1899;1;1;2;23
1901;1;1;2;17
1903;1;1;2;26
1906;1;1;2;17
1907;1;1;2;31
1910;1;1;2;26
1911;1;1;2;29
1912;1;1;2;26
1913;1;1;2;32
1915;1;1;2;30
1916;1;1;2;26
1917;1;1;2;32
1918;1;1;2;26
1919;1;1;3;38
1920;1;1;2;17
1922;1;1;2;12
1923;1;1;2;23
1924;1;1;2;26
1925;1;1;3;42
1926;1;1;2;31
1927;1;1;2;17
1928;1;1;3;38
1929;1;1;2;32
1930;1;1;2;26
1933;1;1;2;17
1934;1;1;2;32
1935;1;1;2;28
1936;1;1;2;32
1937;1;1;2;31
1939;1;1;2;17
1940;1;1;2;31
1942;1;1;2;32
1943;1;1;2;31
1945;1;1;3;38
1946;1;1;3;38
1947;1;1;2;26
1948;1;1;2;23
1950;1;1;2;31
1953;1;1;2;26
1955;1;1;2;30
1956;1;1;2;16
1957;1;1;2;26
1965;1;1;2;17
1966;1;1;2;32
1968;1;1;2;23
1971;1;1;3;42
1974;1;1;3;42
1978;1;1;2;17
1980;1;1;2;26
1981;1;1;2;30
1982;1;1;2;17
1985;1;1;2;17
1989;1;1;2;32
1990;1;1;2;12
1991;1;1;2;28
1993;1;1;2;26
1994;1;1;2;26
1995;1;1;2;31
1998;1;1;2;26
2001;1;1;2;28
2002;1;1;2;17
2004;1;1;2;17
2005;1;1;2;26
2008;1;1;2;31
2009;1;1;2;17
2011;1;1;2;31
2013;1;1;2;17
2015;1;1;2;27
2016;1;1;2;32
2017;1;1;2;17
2018;1;1;2;23
2023;1;1;2;31
2030;1;1;2;31
2031;1;1;2;31
2033;1;1;2;31
2034;1;1;2;17
2035;1;1;2;32
2036;1;1;2;31
2037;1;1;2;16
2038;1;1;2;30
2039;1;1;2;31
2041;1;1;2;17
2045;1;1;2;32
2046;1;1;2;28
2047;1;1;2;17
2048;1;1;2;31
2049;1;1;2;23
2051;1;1;2;17
2053;1;1;2;16
2054;1;1;3;38
2058;1;1;2;17
2060;1;1;2;26
2061;1;1;2;12
2064;1;1;2;32
2065;1;1;2;12
2066;1;1;2;26
2067;1;1;3;41
2068;1;1;2;17
2069;1;1;2;31
2071;1;1;3;38
2079;1;1;2;31
2083;1;1;2;32
2084;1;1;2;23
2085;1;1;3;42
2086;1;1;3;42
2089;1;1;2;32
2090;1;1;2;17
2091;1;1;2;17
2092;1;1;2;17
2093;1;1;2;17
2097;1;1;2;29
2100;1;1;2;23
2101;1;1;2;115
2102;1;1;3;38
2103;1;1;2;115
2104;1;1;3;33
2105;1;1;2;32
2106;1;1;2;12
2107;1;1;2;17
2108;1;1;2;17
2111;1;1;2;27
2112;1;1;2;12
2113;1;1;2;12
2114;1;1;3;42
2115;1;1;3;42
2116;1;1;2;31
2117;1;1;2;31
2118;1;1;2;17
2119;1;1;3;38
2120;1;1;2;26
2122;1;1;2;17
2123;1;1;2;32
2124;1;1;2;17
2127;1;1;2;23
2128;1;1;3;33
2129;1;1;3;38
2130;1;1;3;38
2131;1;1;2;12
2132;1;1;2;17
2133;1;1;2;17
2134;1;1;2;32
2136;1;1;2;115
2137;1;1;2;32
2138;1;1;3;38
2139;1;1;3;42
2141;1;1;2;17
2142;1;1;3;42
2143;1;1;2;32
2144;1;1;3;42
2145;1;1;2;31
2146;1;1;2;31
2148;1;1;2;26
2149;1;1;2;23
2151;1;1;2;17
2152;1;1;3;42
2153;1;1;3;38
2154;1;1;3;42
2155;1;1;2;26
2156;1;1;2;31
2157;1;1;2;12
2158;1;1;2;29
2160;1;1;2;17
2164;1;1;2;17
2167;1;1;2;16
2170;1;1;2;17
2172;1;1;2;17
2173;1;1;2;16
2174;1;1;2;32
2175;1;1;2;17
2176;1;1;2;29
2177;1;1;2;23
2178;1;1;3;38
2180;1;1;3;42
2181;1;1;3;42
2182;1;1;2;31
2183;1;1;2;32
2184;1;1;2;31
2185;1;1;2;31
2186;1;1;2;31
2187;1;1;2;26
2188;1;1;2;17
2190;1;1;2;12
2191;1;1;2;17
2192;1;1;2;17
2194;1;1;2;23
2195;1;1;2;31
2196;1;1;2;30
2197;1;1;2;115
2200;1;1;2;31
2201;1;1;2;29
2206;1;1;2;31
2210;1;1;2;23
2215;1;1;2;31
2216;1;1;2;31
2219;1;1;2;31
2222;1;1;2;26
2223;1;1;2;31
2224;1;1;2;31
2225;1;1;2;32
2236;1;1;2;17
2238;1;1;2;17
2242;1;1;2;32
2243;1;1;2;31
2244;1;1;2;30
2245;1;1;2;17
2250;1;1;2;32
2254;1;1;2;26
2255;1;1;2;17
2256;1;1;2;17
2262;1;1;2;32
2264;1;1;2;32
2265;1;1;2;17
2266;1;1;2;30
2268;1;1;2;17
2269;1;1;2;17
2273;1;1;3;42
2278;1;1;2;31
2280;1;1;2;17
2281;1;1;2;31
2283;1;1;2;17
2284;1;1;2;32
2288;1;1;2;27
2290;1;1;3;42
2291;1;1;2;23
2293;1;1;2;31
2294;1;1;2;31
2296;1;1;3;38
2298;1;1;3;41
2301;1;1;2;31
2303;1;1;2;23
2304;1;1;2;31
2305;1;1;2;32
2311;1;1;2;17
2313;1;1;3;42
2318;1;1;2;26
2319;1;1;2;29
2320;1;1;2;31
2321;1;1;2;115
2323;1;1;2;17
2325;1;1;2;12
2326;1;1;2;30
2328;1;1;2;31
2329;1;1;2;26
2332;1;1;2;31
2335;1;1;2;12
2336;1;1;2;26
2337;1;1;2;17
2338;1;1;2;17
2339;1;1;2;23
2340;1;1;2;16
2342;1;1;2;29
2343;1;1;2;31
2344;1;1;2;17
2345;1;1;2;17
2346;1;1;2;32
2347;1;1;2;32
2348;1;1;2;31
2352;1;1;2;17
2354;1;1;2;17
2355;1;1;3;38
2356;1;1;2;31
2357;1;1;2;32
2359;1;1;3;42
2361;1;1;2;17
2362;1;1;2;17
2365;1;1;3;38
2366;1;1;3;41
2367;1;1;2;17
2369;1;1;2;17
2375;1;1;2;32
2377;1;1;2;17
2381;1;1;2;26
2382;1;1;2;26
2383;1;1;2;12
2384;1;1;2;30
2386;1;1;2;17
2389;1;1;2;30
2391;1;1;2;31
2395;1;1;2;16
2398;1;1;2;23
2399;1;1;2;30
2401;1;1;2;32
2403;1;1;3;38
2404;1;1;2;30
2405;1;1;2;23
2406;1;1;2;30
2408;1;1;2;31
2409;1;1;2;30
2412;1;1;2;17
2414;1;1;3;42
2415;1;1;2;17
2416;1;1;2;26
2417;1;1;2;29
2418;1;1;3;33
2419;1;1;2;17
2420;1;1;2;17
2423;1;1;2;32
2426;1;1;2;17
2427;1;1;2;16
2428;1;1;2;17
2430;1;1;2;17
2432;1;1;2;12
2434;1;1;2;12
2435;1;1;2;32
2437;1;1;2;17
2438;1;1;3;38
2440;1;1;2;26
2441;1;1;3;42
2442;1;1;3;38
2444;1;1;2;31
2446;1;1;2;31
2447;1;1;2;12
2450;1;1;2;12
2451;1;1;2;23
2452;1;1;2;26
2455;1;1;2;26
2456;1;1;2;30
2457;1;1;2;17
2458;1;1;2;17
2459;1;1;2;17
2461;1;1;2;23
2462;1;1;3;38
2463;1;1;2;32
2464;1;1;2;26
2465;1;1;2;17
2468;1;1;3;42
2469;1;1;3;33
2470;1;1;2;17
2473;1;1;2;26
2475;1;1;2;32
2478;1;1;2;12
2481;1;1;2;29
2482;1;1;2;26
2483;1;1;3;33
2485;1;1;3;38
2486;1;1;2;17
2487;1;1;2;17
2488;1;1;2;32
2490;1;1;2;17
2493;1;1;3;38
2495;1;1;2;17
2497;1;1;2;17
2498;1;1;2;17
2499;1;1;3;33
2500;1;1;3;33
2502;1;1;3;33
2503;1;1;3;33
2504;1;1;3;33
2506;1;1;3;33
2507;1;1;3;33
2508;1;1;3;33
2509;1;1;3;33
2510;1;1;3;33
2512;1;1;3;33
2513;1;1;3;33
2514;1;1;3;33
2515;1;1;2;32
2516;1;1;2;17
2518;1;1;3;33
2519;1;1;3;33
2520;1;1;2;30
2521;1;1;2;31
2524;1;1;3;33
2525;1;1;3;33
2526;1;1;3;33
2527;1;1;3;33
2528;1;1;2;29
2530;1;1;3;33
2531;1;1;3;33
2532;1;1;2;17
2534;1;1;2;32
2535;1;1;3;41
2536;1;1;3;33
2539;1;1;2;12
2541;1;1;2;23
2542;1;1;2;29
2543;1;1;2;31
2546;1;1;2;17
2547;1;1;2;17
2550;1;1;2;31
2551;1;1;2;29
2554;1;1;2;23
2555;1;1;3;42
2557;1;1;2;17
2560;1;1;2;23
2564;1;1;2;30
2566;1;1;2;32
2568;1;1;3;38
2569;1;1;3;33
2574;1;1;2;31
2575;1;1;2;17
2577;1;1;3;33
2579;1;1;3;42
2580;1;1;2;17
2581;1;1;2;30
2582;1;1;3;38
2583;1;1;2;23
2584;1;1;2;26
2585;1;1;2;17
2586;1;1;2;31
2587;1;1;2;12
2590;1;1;2;30
2591;1;1;2;17
2592;1;1;2;17
2593;1;1;2;17
2594;1;1;2;26
2595;1;1;2;17
2596;1;1;2;17
2597;1;1;3;42
2598;1;1;2;17
2599;1;1;2;29
2600;1;1;2;17
2601;1;1;2;23
2602;1;1;3;33
2603;1;1;3;38
2604;1;1;3;42
2605;1;1;2;17
2608;1;1;2;17
2609;1;1;2;32
2610;1;1;2;17
2611;1;1;2;31
2612;1;1;2;29
2613;1;1;2;26
2614;1;1;2;17
2615;1;1;2;30
2616;1;1;2;29
2618;1;1;2;31
2621;1;1;2;26
2623;1;1;2;31
2624;1;1;2;26
2626;1;1;2;23
2627;1;1;3;38
2629;1;1;2;17
2630;1;1;2;23
2635;1;1;3;42
2636;1;1;2;17
2637;1;1;2;17
2638;1;1;2;12
2641;1;1;2;17
2646;1;1;2;17
2648;1;1;2;32
2649;1;1;3;38
2651;1;1;2;23
2652;1;1;2;17
2653;1;1;2;26
2654;1;1;2;23
2655;1;1;2;17
2656;1;1;2;32
2661;1;1;2;26
2663;1;1;2;17
2664;1;1;3;38
2665;1;1;2;27
2668;1;1;2;26
2671;1;1;3;38
2672;1;1;2;31
2674;1;1;3;38
2675;1;1;2;31
2677;1;1;2;31
2679;1;1;2;17
2685;1;1;3;38
2686;1;1;2;12
2689;1;1;3;42
2690;1;1;2;17
2693;1;1;2;17
2694;1;1;2;17
2695;1;1;2;30
2698;1;1;3;38
2699;1;1;3;33
2700;1;1;2;23
2701;1;1;2;23
2702;1;1;2;23
2704;1;1;2;31
2705;1;1;3;42
2706;1;1;2;29
2707;1;1;2;17
2708;1;1;2;17
2709;1;1;2;23
2711;1;1;2;17
2713;1;1;2;17
2714;1;1;2;17
2716;1;1;2;17
2717;1;1;3;38
2718;1;1;2;32
2720;1;1;2;12
2721;1;1;2;32
2723;1;1;2;26
2724;1;1;2;17
2726;1;1;3;33
