tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo ;term;rec;ron;multi;saldo anterior 
1896;9/01/2020;27/09/2020;21008;0;0;3992;65000;;;due;896;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;40000
1897;9/01/2020;27/09/2020;41008;0;0;3992;110000;cash;;due;897;8;1333;2;Yes;0;%;Yopal ;Television ;2Megas;0;no;Activo;0;65000
1898;9/01/2020;27/09/2020;36008;0;0;3992;90000;;;due;898;8;;3;yes;0;%;Yopal ;Television ;1Mega;0;no;Activo;0;50000
1899;9/01/2020;27/09/2020;41008;0;0;3992;130000;;;due;899;8;0;2;Yes;0;%;Yopal ;Television ;2Megas;0;no;Activo;0;85000
1900;9/01/2020;27/09/2020;21008;0;0;3992;55000;cash;;due;900;8;3253;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1901;9/01/2020;27/09/2020;61008;0;0;3992;65000;cash;;paid;901;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1902;9/01/2020;27/09/2020;21008;0;0;3992;75000;;;due;902;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;50000
1903;9/01/2020;27/09/2020;45000;0;0;;25000;cash;;paid;903;8;45000;;No;0;%;Yopal ;No;3Megas;0;no;Activo;0;-20000
1904;9/01/2020;27/09/2020;61008;0;0;3992;25000;;;due;904;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-40000
1905;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;905;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1906;9/01/2020;27/09/2020;41008;0;0;3992;25000;;;due;906;8;0;2;Yes;0;%;Yopal ;Television ;2Megas;0;no;Activo;0;-20000
1907;9/01/2020;27/09/2020;61008;0;0;3992;128710;cash;;paid;907;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;63710
1908;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;908;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1909;9/01/2020;27/09/2020;61008;0;0;3992;25000;;;due;909;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-40000
1910;9/01/2020;27/09/2020;21008;0;0;3992;25000;;;due;910;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;0
1911;9/01/2020;27/09/2020;21008;0;0;3992;55000;;;due;911;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1912;9/01/2020;27/09/2020;21008;0;0;3992;55000;;;due;912;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1913;9/01/2020;27/09/2020;51008;0;0;3992;130000;;;due;913;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;75000
1914;9/01/2020;27/09/2020;21008;0;0;3992;55000;;;due;914;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1915;9/01/2020;27/09/2020;61008;0;0;3992;25000;;;due;915;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-40000
1916;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;916;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1917;9/01/2020;27/09/2020;21008;0;0;3992;55000;;;due;917;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1918;9/01/2020;27/09/2020;21008;0;0;3992;80000;cash;;paid;918;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;55000
1919;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;919;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1920;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;920;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1921;9/01/2020;27/09/2020;61008;0;0;3992;62097;;;due;921;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-2903
1922;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;922;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1923;9/01/2020;27/09/2020;21008;0;0;3992;65000;;;due;923;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;40000
1924;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;924;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1925;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;925;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1926;9/01/2020;27/09/2020;36008;0;0;3992;25000;cash;;paid;926;8;40000;2;yes;0;%;Yopal ;Television ;1Mega;0;no;Activo;0;-15000
1927;9/01/2020;27/09/2020;51008;0;0;3992;45000;;;due;927;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-10000
1928;9/01/2020;27/09/2020;51008;0;0;3992;25000;;;due;928;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-30000
1929;9/01/2020;27/09/2020;51008;0;0;3992;50000;;;due;929;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-5000
1930;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;930;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1931;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;931;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1932;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;932;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1933;9/01/2020;27/09/2020;51008;0;0;3992;65000;cash;;paid;933;8;55000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1934;9/01/2020;27/09/2020;21008;0;0;3992;25000;;;due;934;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;0
1935;9/01/2020;27/09/2020;45000;0;0;;25000;;;due;935;8;0;;No;0;%;Yopal ;No;3Megas;0;no;Activo;0;-20000
1936;9/01/2020;27/09/2020;21008;0;0;3992;45000;;;due;936;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;20000
1937;9/01/2020;27/09/2020;21008;0;0;3992;55000;;;due;937;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1938;9/01/2020;27/09/2020;61008;0;0;3992;55000;cash;;paid;938;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1939;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;939;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1940;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;940;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1941;9/01/2020;27/09/2020;61008;0;0;3992;110000;;;due;941;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;45000
1942;9/01/2020;27/09/2020;21008;0;0;3992;40000;cash;;paid;942;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;15000
1943;9/01/2020;27/09/2020;21008;0;0;3992;65000;;;due;943;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;40000
1944;9/01/2020;27/09/2020;45000;0;0;;55000;cash;;paid;944;8;45000;;No;0;%;Yopal ;No;3Megas;0;no;Activo;0;10000
1945;9/01/2020;27/09/2020;51008;0;0;3992;57000;;;due;945;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;2000
1946;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;946;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1947;9/01/2020;27/09/2020;51008;0;0;3992;50000;;;due;947;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-5000
1948;9/01/2020;27/09/2020;51008;0;0;3992;40000;cash;;paid;948;8;55000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-15000
1949;9/01/2020;27/09/2020;51008;0;0;3992;45000;cash;;due;949;8;2000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-10000
1950;9/01/2020;27/09/2020;36008;0;0;3992;55000;cash;;paid;950;8;40000;2;yes;0;%;Yopal ;Television ;1Mega;0;no;Activo;0;15000
1951;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;951;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1952;9/01/2020;27/09/2020;51008;0;0;3992;75000;;;due;952;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;20000
1953;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;953;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1954;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;954;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1955;9/01/2020;27/09/2020;21008;0;0;3992;65000;;;due;955;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;40000
1956;9/01/2020;27/09/2020;36008;0;0;3992;65000;;;due;956;8;0;2;yes;0;%;Yopal ;Television ;1Mega;0;no;Activo;0;25000
1957;9/01/2020;27/09/2020;45000;0;0;;65000;;;due;957;8;0;;No;0;%;Yopal ;No;3Megas;0;no;Activo;0;20000
1958;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;958;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1959;9/01/2020;27/09/2020;51008;0;0;3992;65000;cash;;paid;959;8;55000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1960;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;960;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1961;9/01/2020;27/09/2020;51008;0;0;3992;65000;cash;;paid;961;8;55000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1962;9/01/2020;27/09/2020;61008;0;0;3992;65000;cash;;paid;962;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1963;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;963;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
