tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo ;term;rec;ron;multi;saldo anterior 
1719;9/01/2020;27/09/2020;61008;0;0;3992;105000;;;due;719;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;40000
1720;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;720;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1721;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;721;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1722;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;722;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1723;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;723;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1724;9/01/2020;27/09/2020;101008;0;0;3992;55000;;;due;724;8;0;2;Yes;0;%;Yopal ;Television ;10Megas;0;no;Activo;0;-50000
1725;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;725;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1726;9/01/2020;27/09/2020;21008;0;0;3992;105000;cash;;paid;726;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;80000
1727;9/01/2020;27/09/2020;21008;0;0;3992;65000;;;due;727;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;40000
1728;9/01/2020;27/09/2020;51008;0;0;3992;50000;;;due;728;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-5000
1729;9/01/2020;27/09/2020;21008;0;0;3992;68548;cash;;paid;729;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;43548
1730;9/01/2020;27/09/2020;61008;0;0;3992;72581;;;due;730;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;7581
1731;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;731;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1732;9/01/2020;27/09/2020;51008;0;0;3992;25000;;;due;732;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-30000
1733;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;733;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1734;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;734;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1735;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;735;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1736;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;736;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1737;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;737;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1738;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;738;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1739;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;739;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1740;9/01/2020;27/09/2020;51008;0;0;3992;161935;cash;;paid;740;8;55000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;106935
1741;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;741;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1742;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;742;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1743;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;743;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1744;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;744;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1745;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;745;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1746;9/01/2020;27/09/2020;51008;0;0;3992;110000;;;due;746;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;55000
1747;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;747;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1748;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;748;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1749;9/01/2020;27/09/2020;101008;0;0;3992;55000;;;due;749;8;0;2;Yes;0;%;Yopal ;Television ;10Megas;0;no;Activo;0;-50000
1750;9/01/2020;27/09/2020;61008;0;0;3992;55016;;;due;750;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-9984
1751;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;751;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1752;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;752;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1753;9/01/2020;27/09/2020;51008;0;0;3992;105000;;;due;753;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;50000
1754;9/01/2020;27/09/2020;36008;0;0;3992;65000;;;due;754;8;0;2;yes;0;%;Yopal ;Television ;1Mega;0;no;Activo;0;25000
1755;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;755;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1756;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;756;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1757;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;757;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1758;9/01/2020;27/09/2020;51008;0;0;3992;40000;;;due;758;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-15000
1759;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;759;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1760;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;760;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1761;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;761;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1762;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;762;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1763;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;763;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1764;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;764;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1765;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;765;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1766;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;766;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1767;9/01/2020;27/09/2020;51008;0;0;3992;65000;cash;;due;767;8;14667;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1768;9/01/2020;27/09/2020;101008;0;0;3992;55000;;;due;768;8;0;2;Yes;0;%;Yopal ;Television ;10Megas;0;no;Activo;0;-50000
1769;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;769;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1770;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;770;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1771;9/01/2020;27/09/2020;51008;0;0;3992;105000;;;due;771;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;50000
1772;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;772;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1773;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;773;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1774;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;774;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1775;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;775;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1776;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;776;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1777;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;777;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1778;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;778;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1779;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;779;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1780;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;780;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1781;9/01/2020;27/09/2020;61008;0;0;3992;90484;;;due;781;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;25484
1782;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;782;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1783;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;783;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1784;9/01/2020;27/09/2020;61008;0;0;3992;104839;cash;;paid;784;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;39839
1785;9/01/2020;27/09/2020;101008;0;0;3992;65000;;;due;785;8;0;2;Yes;0;%;Yopal ;Television ;10Megas;0;no;Activo;0;-40000
1786;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;786;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1787;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;787;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1788;9/01/2020;27/09/2020;51008;0;0;3992;105000;;;due;788;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;50000
1789;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;789;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1790;9/01/2020;27/09/2020;51008;0;0;3992;78065;;;due;790;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;23065
1791;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;791;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1792;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;792;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1793;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;793;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1794;9/01/2020;27/09/2020;21008;0;0;3992;55000;;;due;794;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1795;9/01/2020;27/09/2020;51008;0;0;3992;35484;;;due;795;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-19516
1796;9/01/2020;27/09/2020;61008;0;0;3992;79677;cash;;paid;796;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;14677
1797;9/01/2020;27/09/2020;61008;0;0;3992;55000;;;due;797;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1798;9/01/2020;27/09/2020;61008;0;0;3992;35484;;;due;798;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-29516
1799;9/01/2020;27/09/2020;61008;0;0;3992;78065;cash;;due;799;8;4333;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;13065
1800;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;800;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1801;9/01/2020;27/09/2020;21008;0;0;3992;85968;cash;;paid;801;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;60968
1802;9/01/2020;27/09/2020;51008;0;0;3992;85968;;;due;802;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;30968
1803;9/01/2020;27/09/2020;21008;0;0;3992;60667;;;due;803;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;35667
1804;9/01/2020;27/09/2020;21008;0;0;3992;55000;;;due;804;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1805;9/01/2020;27/09/2020;61008;0;0;3992;31452;cash;;paid;805;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-33548
1806;9/01/2020;27/09/2020;51008;0;0;3992;67419;;;due;806;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;12419
1807;9/01/2020;27/09/2020;61008;0;0;3992;31452;cash;;paid;807;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-33548
1808;9/01/2020;27/09/2020;51008;0;0;3992;30645;;;due;808;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-24355
1809;9/01/2020;27/09/2020;21008;0;0;3992;75484;;;due;809;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;50484
1810;9/01/2020;27/09/2020;61008;0;0;3992;63871;;;due;810;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-1129
1811;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;811;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1812;9/01/2020;27/09/2020;21008;0;0;3992;63871;;;due;812;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;38871
1813;9/01/2020;27/09/2020;61008;0;0;3992;25000;;;due;813;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-40000
1814;9/01/2020;27/09/2020;61008;0;0;3992;75484;;;due;814;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;10484
1815;9/01/2020;27/09/2020;51008;0;0;3992;77581;cash;;due;815;8;3667;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;22581
1816;9/01/2020;27/09/2020;61008;0;0;3992;28226;cash;;paid;816;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-36774
1817;9/01/2020;27/09/2020;51008;0;0;3992;67097;cash;;due;817;8;14667;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;12097
1818;9/01/2020;27/09/2020;21008;0;0;3992;67097;;;due;818;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;42097
1819;9/01/2020;27/09/2020;61008;0;0;3992;51333;cash;;due;819;8;2024;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-13667
1820;9/01/2020;27/09/2020;61008;0;0;3992;65000;cash;;due;820;8;17333;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1821;9/01/2020;27/09/2020;51008;0;0;3992;25806;cash;;due;821;8;14667;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-29194
1822;9/01/2020;27/09/2020;51008;0;0;3992;62976;cash;;due;822;8;3667;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;7976
1823;9/01/2020;27/09/2020;51008;0;0;3992;51333;cash;;due;823;8;14667;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-3667
1824;9/01/2020;27/09/2020;51008;0;0;3992;51333;cash;;due;824;8;3667;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-3667
1825;9/01/2020;27/09/2020;61008;0;0;3992;60667;cash;;due;825;8;4333;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-4333
1826;9/01/2020;27/09/2020;61008;0;0;3992;56333;cash;;due;826;8;8667;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-8667
1827;9/01/2020;27/09/2020;61008;0;0;3992;56333;cash;;due;827;8;8667;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-8667
1828;9/01/2020;27/09/2020;21008;0;0;3992;23333;cash;;due;828;8;1667;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;-1667
1829;9/01/2020;27/09/2020;61008;0;0;3992;56333;cash;;due;829;8;8667;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-8667
1830;9/01/2020;27/09/2020;61008;0;0;3992;55000;cash;;due;830;8;17333;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-10000
1831;9/01/2020;27/09/2020;61008;0;0;3992;50000;cash;;due;831;8;21667;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-15000
1832;9/01/2020;27/09/2020;21008;0;0;3992;25000;cash;;due;832;8;8333;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;0
1833;9/01/2020;27/09/2020;101008;0;0;3992;25000;cash;;due;833;8;45500;2;Yes;0;%;Yopal ;Television ;10Megas;0;no;Activo;0;-80000
1834;9/01/2020;27/09/2020;61008;0;0;3992;25000;cash;;due;834;8;28167;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-40000
1835;9/01/2020;27/09/2020;51008;0;0;3992;55000;cash;;due;835;8;23833;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1836;9/01/2020;27/09/2020;61008;0;0;3992;25000;cash;;due;836;8;21667;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-40000
1837;9/01/2020;27/09/2020;61008;0;0;3992;138667;cash;;due;837;8;21667;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;73667
1838;9/01/2020;27/09/2020;51008;0;0;3992;50000;;;due;838;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-5000
1839;9/01/2020;27/09/2020;21008;0;0;3992;50000;;;due;839;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;25000
1840;9/01/2020;27/09/2020;21008;0;0;3992;55000;;;due;840;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1841;9/01/2020;27/09/2020;21008;0;0;3992;25000;;;due;841;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;0
1842;9/01/2020;27/09/2020;21008;0;0;3992;90000;;;due;842;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;65000
1843;9/01/2020;27/09/2020;21008;0;0;3992;130000;;;due;843;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;105000
1844;9/01/2020;27/09/2020;51008;0;0;3992;25000;;;due;844;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-30000
1845;9/01/2020;27/09/2020;21008;0;0;3992;25000;;;due;845;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;0
1846;9/01/2020;27/09/2020;41008;0;0;3992;61290;cash;;due;846;8;2833;2;Yes;0;%;Yopal ;Television ;2Megas;0;no;Activo;0;16290
1847;9/01/2020;27/09/2020;21008;0;0;3992;25000;cash;;paid;847;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;0
1848;9/01/2020;27/09/2020;21008;0;0;3992;105000;cash;;paid;848;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;80000
1849;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;849;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1850;9/01/2020;27/09/2020;21008;0;0;3992;25000;;;due;850;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;0
1851;9/01/2020;27/09/2020;41008;0;0;3992;25010;cash;;due;851;8;5000;2;Yes;0;%;Yopal ;Television ;2Megas;0;no;Activo;0;-19990
1852;9/01/2020;27/09/2020;61008;0;0;3992;132097;;;due;852;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;67097
1853;9/01/2020;27/09/2020;21008;0;0;3992;50000;;;due;853;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;25000
1854;9/01/2020;27/09/2020;21008;0;0;3992;65000;;;due;854;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;40000
1855;9/01/2020;27/09/2020;21008;0;0;3992;25000;;;due;855;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;0
1856;9/01/2020;27/09/2020;21008;0;0;3992;110000;cash;;paid;856;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;85000
1857;9/01/2020;27/09/2020;61008;0;0;3992;40000;;;due;857;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-25000
1858;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;858;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1859;9/01/2020;27/09/2020;21008;0;0;3992;55000;cash;;paid;859;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1860;9/01/2020;27/09/2020;61008;0;0;3992;25000;cash;;due;860;8;39990;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-40000
1861;9/01/2020;27/09/2020;61008;0;0;3992;110000;cash;;due;861;8;42333;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;45000
1862;9/01/2020;27/09/2020;21008;0;0;3992;20941;;;due;862;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;-4059
1863;9/01/2020;27/09/2020;61008;0;0;3992;25000;;;due;863;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-40000
1864;9/01/2020;27/09/2020;21008;0;0;3992;55000;;;due;864;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1865;9/01/2020;27/09/2020;51008;0;0;3992;50000;;;due;865;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-5000
1866;9/01/2020;27/09/2020;36008;0;0;3992;50000;;;due;866;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;10000
1867;9/01/2020;27/09/2020;61008;0;0;3992;45000;;;due;867;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-20000
1868;9/01/2020;27/09/2020;51008;0;0;3992;65000;;;due;868;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;10000
1869;9/01/2020;27/09/2020;21008;0;0;3992;65000;;;due;869;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;40000
1870;9/01/2020;27/09/2020;51008;0;0;3992;45000;;;due;870;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-10000
1871;9/01/2020;27/09/2020;21008;0;0;3992;50000;cash;;due;871;8;4059;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;25000
1872;9/01/2020;27/09/2020;21008;0;0;3992;55000;;;due;872;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;30000
1873;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;873;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1874;9/01/2020;27/09/2020;21008;0;0;3992;65000;;;due;874;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;40000
1875;9/01/2020;27/09/2020;41008;0;0;3992;55000;;;due;875;8;0;2;Yes;0;%;Yopal ;Television ;2Megas;0;no;Activo;0;10000
1876;9/01/2020;27/09/2020;61008;0;0;3992;50000;;;due;876;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-15000
1877;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;877;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1878;9/01/2020;27/09/2020;41008;0;0;3992;110000;cash;;paid;878;8;45000;2;Yes;0;%;Yopal ;Television ;2Megas;0;no;Activo;0;65000
1879;9/01/2020;27/09/2020;21008;0;0;3992;130000;cash;;paid;879;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;105000
1880;9/01/2020;27/09/2020;51008;0;0;3992;35000;;;due;880;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-20000
1881;9/01/2020;27/09/2020;51008;0;0;3992;25000;;;due;881;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-30000
1882;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;882;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1883;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;883;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1884;9/01/2020;27/09/2020;21008;0;0;3992;50000;;;due;884;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;25000
1885;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;885;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1886;9/01/2020;27/09/2020;51008;0;0;3992;55000;;;due;886;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;0
1887;9/01/2020;27/09/2020;61008;0;0;3992;40000;;;due;887;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;-25000
1888;9/01/2020;27/09/2020;21008;0;0;3992;25000;cash;;due;888;8;10000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;0
1889;9/01/2020;27/09/2020;21008;0;0;3992;90000;;;due;889;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;65000
1890;9/01/2020;27/09/2020;61008;0;0;3992;80000;;;due;890;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;15000
1891;9/01/2020;27/09/2020;51008;0;0;3992;45000;;;due;891;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-10000
1892;9/01/2020;27/09/2020;21008;0;0;3992;21747;;;due;892;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0;-3253
1893;9/01/2020;27/09/2020;61008;0;0;3992;65000;;;due;893;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0;0
1894;9/01/2020;27/09/2020;51008;0;0;3992;25000;;;due;894;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0;-30000
1895;9/01/2020;27/09/2020;36008;0;0;3992;45000;;;due;895;8;0;2;yes;0;%;Yopal ;Television ;1Mega;0;no;Activo;0;5000
