CODIGO;PROVEDOR;ALMACEN;MAC;SERIAL;FECHA LLEGADA;FECHA INSTALACION;MARCA;ASIGNADO A:;ESTADO;OBSERVACION
2277;CARLOS LOSANO;4;E0:67:B3:F4:D8:F8;BA1310-2004018541;28/07/2020;29/07/2020;EOC;2462;BUENO;INSTALACION
2278;CARLOS LOSANO;4;E0:67:B3:F4:D8:FD;BA1310-2004018542;28/07/2020;29/07/2020;EOC;3198;BUENO;INSTALACION
2279;CARLOS LOSANO;4;E0:67:B3:F4:D8:D5;BA1310-2004018534;28/07/2020;01/08/2020;EOC;3410;BUENO;INSTALACION
2280;CARLOS LOSANO;4;E0:67:B3:F4:D9:07;BA1310-2004018544;28/07/2020;29/07/2020;EOC;3402;BUENO;INSTALACION
2281;CARLOS LOSANO;4;E0:67:B3:F4:D9:0C;BA1310-2004018545;28/07/2020;30/07/2020;EOC;1086;BUENO;INSTALACION
2282;CARLOS LOSANO;4;E0:67:B3:F4:D9:16;BA1310-2004018543;28/07/2020;29/07/2020;EOC;3106;BUENO;INSTALACION
2283;CARLOS LOSANO;4;E0:67:B3:F4:D8:BC;BA1310-2004018529;28/07/2020;31/07/2020;EOC;3401;BUENO;INSTALACION
2284;CARLOS LOSANO;4;E0:67:B3:F4:D9:11;BA1310-2004018546;28/07/2020;31/07/2020;EOC;3403;BUENO;INSTALACION
2285;CARLOS LOSANO;4;E0:67:B3:F4:D8:E4;BA1310-2004018537;28/07/2020;31/07/2020;EOC;3404;BUENO;INSTALACION
2286;CARLOS LOSANO;4;E0:67:B3:F4:D8:B7;BA1310-2004018528;28/07/2020;31/07/2020;EOC;3405;BUENO;INSTALACION
2287;CARLOS LOSANO;4;E0:67:B3:F4:D8:DA;BA1310-2004018535;28/07/2020;01/08/2020;EOC;3407;BUENO;INSTALACION
2288;CARLOS LOSANO;4;E0:67:B3:F4:D8:E9;BA1310-2004018538;28/07/2020;01/08/2020;EOC;3408;BUENO;INSTALACION
2289;CARLOS LOSANO;4;E0:67:B3:F4:D8:EE;BA1310-2004018539;28/07/2020;03/20/2020;EOC;2742;BUENO;CAMBIO DE CABLE MODEM
2290;CARLOS LOSANO;4;E0:67:B3:F4:D8:DF;BA1310-2004018536;28/07/2020;05/08/2020;EOC;3411;BUENO;INSTALACION
2291;CARLOS LOSANO;4;E0:67:B3:F4:D8:C6;BA1310-2004018531;28/07/2020;06/08/2020;EOC;1567;BUENO;INSTALACION
2292;CARLOS LOSANO;4;E0:67:B3:F4:D8:D0;BA1310-2004018533;28/07/2020;06/08/2020;EOC;35;BUENO;INSTALACION
2293;CARLOS LOSANO;4;E0:67:B3:F4:D8:02;BA1310-2004018543;28/07/2020;16/09/2020;EOC;3482;BUENO;INSTALACION
2294;CARLOS LOSANO;4;E0:67:B3:F4:D8:CB;BA1310-2004018532;28/07/2020;23/09/2020;EOC;3047;BUENO;INSTALACION
2295;CARLOS LOSANO;4;E0:67:B3:F4:D8:C1;BA1310-2004018530;28/07/2020;10/08/2020;EOC;3415;BUENO;INSTALACION
2296;RECOGIDO;4;E0:67:B3:A3:F6:FB;BA1305-1901005876;;03/08/2020;EOC;2685;BUENO;CAMBIO DE CABLE MODEM
2297;RECOGIDO;4;E0:67:B3:2A:83:B7;BA1302-1704002561;;08/08/2020;EOC;3237;BUENO;CAMBIO DE CABLE MODEM
2298;RECOGIDO;4;7C:87:79:03:64:39;ES7101-18088038;;10/08/2020;EOC;3414;BUENO;INSTALACION
2299;RECOGIDO;4;E0:67:B3:A3:83:08;BA1305-1901002166;10/08/2020;11/08/2020;EOC;3417;BUENO;INSTALACION
2300;RECOGIDO;4;00:0F:1E:77:B7:5C;280500840390194;10/08/2020;11/08/2020;EOC;3418;BUENO;INSTALACION
2301;RECOGIDO;4;00:0F:1E:77:B2:0C;280500840390163;10/08/2020;11/08/2020;EOC;3416;BUENO;INSTALACION
2302;RECOGIDO;4;00:0F:1E:77:B6:0C;280500840390838;10/08/2020;07/10/2020;EOC;3507;BUENO;INSTALACION
2303;RECOGIDO;4;E0:67:B3:E7:E2:3C;BA1305-1905004113;10/08/2020;11/08/2020;EOC;3420;BUENO;INSTALACION
2304;RECOGIDO;4;00:0F:1E:F3:1D:06;280600846231417;10/08/2020;12/08/2020;EOC;339;BUENO;INSTALACION
2305;CARLOS LOSANO;4;E0:67:B3:F4:EC:12;BA1310-2004019519;12/08/2020;13/08/2020;EOC;3423;BUENO;INSTALACION
2306;CARLOS LOSANO;4;E0:67:B3:F4:EC:0D;BA1310-2004019518;12/08/2020;13/08/2020;EOC;996;BUENO;INSTALACION
2307;CARLOS LOSANO;4;E0:67:B3:F4:EC:26;BA1310-2004019523;12/08/2020;13/08/2020;EOC;3424;BUENO;INSTALACION
2308;CARLOS LOSANO;4;E0:67:B3:F4:EC:2B;BA1310-2004019524;12/08/2020;13/08/2020;EOC;3425;BUENO;INSTALACION
2309;CARLOS LOSANO;4;E0:67:B3:F4:EC:30;BA1310-2004019525;12/08/2020;15/08/2020;EOC;3485;BUENO;INSTALACION
2310;CARLOS LOSANO;4;E0:67:B3:F4:EC:1C;BA1310-2004019521;12/08/2020;15/08/2020;EOC;3237;BUENO;CAMBIO DE CABLE MODEM
2311;CARLOS LOSANO;4;E0:67:B3:F4:EC:21;BA1310-2004019522;12/08/2020;15/08/2020;EOC;3427;BUENO;INSTALACION
2312;CARLOS LOSANO;4;E0:67:B3:F4:EC:17;BA1310-2004019520;12/08/2020;15/08/2020;EOC;3428;BUENO;INSTALACION
2313;CARLOS LOSANO;4;E0:67:B3:F4:EC:35;BA1310-2004019526;12/08/2020;15/08/2020;EOC;3429;BUENO;INSTALACION
2314;CARLOS LOSANO;4;E0:67:B3:F4:EC:3A;BA1310-2004019527;12/08/2020;15/08/2020;EOC;3430;BUENO;INSTALACION
2315;CARLOS LOSANO;4;E0:67:B3:F4:EB:DB;BA1310-2004019508;12/08/2020;15/08/2020;EOC;3432;BUENO;INSTALACION
2316;CARLOS LOSANO;4;E0:67:B3:F4:EB:E0;BA1310-2004019509;12/08/2020;15/08/2020;EOC;3433;BUENO;INSTALACION
2317;CARLOS LOSANO;4;E0:67:B3:F4:EB:E5;BA1310-2004019510;12/08/2020;15/08/2020;EOC;2545;BUENO;INSTALACION
2318;CARLOS LOSANO;4;E0:67:B3:F4:EB:EA;BA1310-2004019511;12/08/2020;15/08/2020;EOC;3435;BUENO;INSTALACION
2319;CARLOS LOSANO;4;E0:67:B3:F4:EB:EF;BA1310-2004019512;12/08/2020;15/08/2020;EOC;3443;BUENO;INSTALACION
2320;CARLOS LOSANO;4;E0:67:B3:F4:EB:F4;BA1310-2004019513;12/08/2020;15/08/2020;EOC;3436;BUENO;INSTALACION
2321;CARLOS LOSANO;4;E0:67:B3:F4:EB:F9;BA1310-2004019514;12/08/2020;15/08/2020;EOC;1111;BUENO;INSTALACION
2322;CARLOS LOSANO;4;E0:67:B3:F4:EB:FE;BA1310-2004019515;12/08/2020;15/08/2020;EOC;3439;BUENO;INSTALACION
2323;CARLOS LOSANO;4;E0:67:B3:F4:EC:03;BA1310-2004019516;12/08/2020;15/08/2020;EOC;3438;BUENO;INSTALACION
2324;CARLOS LOSANO;4;E0:67:B3:F4:EC:08;BA1310-2004019517;12/08/2020;15/08/2020;EOC;1057;BUENO;INSTALACION
2345;CARLOS LOSANO;4;E0:67:B3:F4:BF:9E;BA1310-2004017243;24/08/2020;24/08/2020;EOC;3441;BUENO;INSTALACION
2346;CARLOS LOSANO;4;E0:67:B3:F4:BF:99;BA1310-2004017242;24/08/2020;24/08/2020;EOC;3447;BUENO;INSTALACION
2347;CARLOS LOSANO;4;E0:67:B3:F4:BF:94;BA1310-2004017241;24/08/2020;24/08/2020;EOC;3446;BUENO;INSTALACION
2348;CARLOS LOSANO;4;E0:67:B3:F4:BF:8A;BA1310-2004017239;24/08/2020;25/08/2020;EOC;3448;BUENO;INSTALACION
2349;CARLOS LOSANO;4;E0:67:B3:F4:BF:85;BA1310-2004017238;24/08/2020;25/08/2020;EOC;3450;BUENO;INSTALACION
2350;CARLOS LOSANO;4;E0:67:B3:F4:BF:A3;BA1310-2004017244;24/08/2020;25/08/2020;EOC;3451;BUENO;INSTALACION
2351;CARLOS LOSANO;4;E0:67:B3:F4:BF:A8;BA1310-2004017245;24/08/2020;25/08/2020;EOC;3449;BUENO;INSTALACION
2352;CARLOS LOSANO;4;E0:67:B3:F4:BF:AD;BA1310-2004017246;24/08/2020;25/08/2020;EOC;3412;BUENO;CAMBIO DE CABLE MODEM
2353;CARLOS LOSANO;4;E0:67:B3:F4:BF:B2;BA1310-2004017247;24/08/2020;27/08/2020;EOC;3455;BUENO;INSTALACION
2354;CARLOS LOSANO;4;E0:67:B3:F4:BF:8F;BA1310-2004017240;24/08/2020;27/08/2020;EOC;3456;BUENO;INSTALACION
2355;CARLOS LOSANO;4;E0:67:B3:F4:BF:80;BA1310-2004017237;24/08/2020;27/08/2020;EOC;3453;BUENO;INSTALACION
2356;CARLOS LOSANO;4;E0:67:B3:F4:BF:62;BA1310-2004017231;24/08/2020;27/08/2020;EOC;3454;BUENO;INSTALACION
2357;CARLOS LOSANO;4;E0:67:B3:F4:BF:76;BA1310-2004017235;24/08/2020;28/08/2020;EOC;3457;BUENO;INSTALACION
2358;CARLOS LOSANO;4;E0:67:B3:F4:BF:7B;BA1310-2004017236;24/08/2020;28/08/2020;EOC;3459;BUENO;INSTALACION
2359;CARLOS LOSANO;4;E0:67:B3:F4:BF:67;BA1310-2004017232;24/08/2020;31/08/2020;EOC;3460;BUENO;INSTALACION
2360;CARLOS LOSANO;4;E0:67:B3:F4:BF:5A;BA1310-2004017230;24/08/2020;04/08/2020;EOC;3466;BUENO;INSTALACION
2361;CARLOS LOSANO;4;E0:67:B3:F4:BF:53;BA1310-2004017228;24/08/2020;31/08/2020;EOC;3276;BUENO;INSTALACION
2362;CARLOS LOSANO;4;E0:67:B3:F4:BF:58;BA1310-2004017229;24/08/2020;31/08/2020;EOC;3463;BUENO;INSTALACION
2363;CARLOS LOSANO;4;E0:67:B3:F4:BF:71;BA1310-2004017234;24/08/2020;01/09/2020;EOC;3440;BUENO;iNSTALACION
2364;CARLOS LOSANO;4;E0:67:B3:F4:BF:6C;BA1310-2004017233;24/08/2020;01/09/2020;EOC;3461;BUENO;iNSTALACION
2405;RECOGIDO;4;E8:9F:EC:09:85:2D;290400910641285;;31/08/2020;KINTYPE;3462;BUENO;INSTALACION
2406;RECOGIDO;4;00:0F:1E:77:AF:29;280600846230838;;03/09/2020;KINTYPE;2452;BUENO;CAMBIO DE CABLE MODEM
2407;CARLOS LOSANO;4;E0:67:B3:F4:BF:5D;BA1310-2004017394;03/09/2020;03/09/2020;EOC;3466;BUENO;INSTALACION
2408;CARLOS LOSANO;4;E0:67:B3:F4:C2:8C;BA1310-2004017393;03/09/2020;03/09/2020;EOC;3467;BUENO;INSTALACION
2409;CARLOS LOSANO;4;E0:67:B3:F4:C2:87;BA1310-2004017392;03/09/2020;03/09/2020;EOC;3469;BUENO;INSTALACION
2410;CARLOS LOSANO;4;E0:67:B3:F4:C2:78;BA1310-2004017389;03/09/2020;3/092020;EOC;3043;BUENO;INSTALACION
2411;CARLOS LOSANO;4;E0:67:B3:F4:C2:82;BA1310-2004017391;03/09/2020;05/09/2020;EOC;3470;BUENO;INSTALACION
2412;CARLOS LOSANO;4;E0:67:B3:F4:C2:9B;BA1310-2004017396;03/09/2020;08/09/2020;EOC;;BUENO;INSTALACION
2412;CARLOS LOSANO;4;E0:67:B3:F4:C2:9B;BA1310-2004017396;;12/09/2020;;156;BUENO;INSTALACION ORIGINAL
2413;CARLOS LOSANO;4;E0:67:B3:F4:C2:7D;BA1310-2004017390;03/09/2020;08/09/2020;EOC;3100;BUENO;INSTALACION
2414;CARLOS LOSANO;4;E0:67:B3:F4:C2:B9;BA1310-2004017402;03/09/2020;10/09/2020;EOC;3471;BUENO;INSTALACION
2415;CARLOS LOSANO;4;E0:67:B3:F4:C2:96;BA1310-2004017395;03/09/2020;08/10/2020;EOC;3508;BUENO;INSTALACION
2416;CARLOS LOSANO;4;E0:67:B3:F4:C2:A0;BA1310-2004017397;03/09/2020;11/09/2020;EOC;3477;BUENO;INSTALACION
2417;CARLOS LOSANO;4;E0:67:B3:F4:C2:D2;BA1310-2004017407;03/09/2020;11/09/2020;EOC;3474;BUENO;INSTALACION
2418;CARLOS LOSANO;4;E0:67:B3:F4:C2:BE;BA1310-2004017403;03/09/2020;11/09/2020;EOC;3475;BUENO;INSTALACION
2419;CARLOS LOSANO;4;E0:67:B3:F4:C2:CD;BA1310-2004017406;03/09/2020;11/09/2020;EOC;3476;BUENO;INSTALACION
2420;CARLOS LOSANO;4;E0:67:B3:F4:C2:C8;BA1310-2004017405;03/09/2020;;EOC;;BUENO;EN BODEGA
