tid;invoicedate;invoiceduedate;subtotal;shipping;discount;tax;total;pmethod;notes;status;csd;eid;pamnt;items;taxstatus;discstatus;format_discount;refer;television;combo ;term;rec;ron;multi
1393;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;393;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1394;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;394;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1395;09/01/2020;27/09/2020;55000;0;0;;55000;EFECTIVOS ;;due;395;8;0;1;No;0;%;Yopal ;No;5Megas;0;no;Activo;0
1396;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;396;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1397;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;397;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1398;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;398;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1399;09/01/2020;27/09/2020;45000;0;0;;45000;EFECTIVOS ;;due;399;8;0;;No;0;%;Yopal ;No;3Megas;0;no;Activo;0
1400;09/01/2020;27/09/2020;45000;0;0;;45000;EFECTIVOS ;;due;400;8;0;;No;0;%;Yopal ;No;3Megas;0;no;Activo;0
1401;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;401;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1402;09/01/2020;27/09/2020;36008;0;0;3992;40000;EFECTIVOS ;;due;402;8;0;2;yes;0;%;Yopal ;Television ;1Mega;0;no;Activo;0
1403;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;403;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1404;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;404;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1405;09/01/2020;27/09/2020;36008;0;0;3992;40000;EFECTIVOS ;;due;405;8;0;2;yes;0;%;Yopal ;Television ;1Mega;0;no;Activo;0
1406;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;406;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1407;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;407;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1408;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;408;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1409;09/01/2020;27/09/2020;51008;0;0;3992;29000;EFECTIVOS ;;due;409;8;26000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1410;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;410;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1411;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;411;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1412;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;412;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1413;09/01/2020;27/09/2020;55000;0;0;;55000;EFECTIVOS ;;due;413;8;0;1;No;0;%;Yopal ;No;5Megas;0;no;Activo;0
1414;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;414;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1415;09/01/2020;27/09/2020;51008;0;0;3992;31167;EFECTIVOS ;;due;415;8;23833;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1416;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;416;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1417;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;417;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1418;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;418;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1419;09/01/2020;27/09/2020;55000;0;0;;55000;EFECTIVOS ;;due;419;8;0;1;No;0;%;Yopal ;No;5Megas;0;no;Activo;0
1420;09/01/2020;27/09/2020;55000;0;0;;55000;EFECTIVOS ;;due;420;8;0;1;No;0;%;Yopal ;No;5Megas;0;no;Activo;0
1421;09/01/2020;27/09/2020;51008;0;0;3992;0;EFECTIVOS ;;paid;421;8;55000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1422;09/01/2020;27/09/2020;45000;0;0;;45000;EFECTIVOS ;;due;422;8;0;;No;0;%;Yopal ;No;3Megas;0;no;Activo;0
1423;09/01/2020;27/09/2020;51008;0;0;3992;56129;EFECTIVOS ;;due;423;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1424;09/01/2020;27/09/2020;101008;0;0;3992;55000;EFECTIVOS ;;due;424;8;50000;2;Yes;0;%;Yopal ;Television ;10Megas;0;no;Activo;0
1425;09/01/2020;27/09/2020;21008;0;0;3992;0;EFECTIVOS ;;paid;425;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1426;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;426;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1427;09/01/2020;27/09/2020;41008;0;0;3992;45000;EFECTIVOS ;;due;427;8;0;2;Yes;0;%;Yopal ;Television ;2Megas;0;no;Activo;0
1428;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;428;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1429;09/01/2020;27/09/2020;21008;0;0;3992;0;EFECTIVOS ;;paid;429;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1430;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;430;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1431;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;431;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1432;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;432;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1433;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;433;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1434;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;434;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1435;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;435;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1436;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;436;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1437;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;437;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1438;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;438;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1439;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;439;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1440;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;440;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1441;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;441;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1442;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;442;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1443;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;443;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1444;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;444;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1445;09/01/2020;27/09/2020;21008;0;0;3992;20968;EFECTIVOS ;;due;445;8;4032;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1446;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;446;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1447;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;447;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1448;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;448;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1449;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;449;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1450;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;450;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1451;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;451;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1452;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;452;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1453;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;453;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1454;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;454;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1455;09/01/2020;27/09/2020;21008;0;0;3992;42742;EFECTIVOS ;;due;455;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1456;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;456;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1457;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;457;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1458;09/01/2020;27/09/2020;61008;0;0;3992;127774;EFECTIVOS ;;due;458;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1459;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;459;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1460;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;460;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1461;09/01/2020;27/09/2020;51008;0;0;3992;117032;EFECTIVOS ;;due;461;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1462;09/01/2020;27/09/2020;61008;0;0;3992;66500;EFECTIVOS ;;due;462;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1463;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;463;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1464;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;464;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1465;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;465;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1466;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;466;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1467;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;467;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1468;09/01/2020;27/09/2020;21008;0;0;3992;30000;EFECTIVOS ;;due;468;8;;2;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1469;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;469;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1470;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;470;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1471;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;471;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1472;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;472;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1473;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;473;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1474;09/01/2020;27/09/2020;51008;0;0;3992;47000;EFECTIVOS ;;due;474;8;8000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1475;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;475;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1476;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;476;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1477;09/01/2020;27/09/2020;61008;0;0;3992;64667;EFECTIVOS ;;due;477;8;333;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1478;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;478;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1479;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;479;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1480;09/01/2020;27/09/2020;61008;0;0;3992;129333;EFECTIVOS ;;due;480;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1481;09/01/2020;27/09/2020;51008;0;0;3992;0;EFECTIVOS ;;paid;481;8;55000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1482;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;482;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1483;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;483;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1484;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;484;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1485;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;485;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1486;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;486;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1487;09/01/2020;27/09/2020;51008;0;0;3992;91000;EFECTIVOS ;;due;487;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1488;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;488;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1489;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;489;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1490;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;490;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1491;09/01/2020;27/09/2020;51008;0;0;3992;0;EFECTIVOS ;;paid;491;8;55000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1492;09/01/2020;27/09/2020;21008;0;0;3992;0;EFECTIVOS ;;paid;492;8;25000;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1493;09/01/2020;27/09/2020;51008;0;0;3992;15000;EFECTIVOS ;;due;493;8;40000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1494;09/01/2020;27/09/2020;51008;0;0;3992;38559;EFECTIVOS ;;due;494;8;16441;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1495;09/01/2020;27/09/2020;61008;0;0;3992;104667;EFECTIVOS ;;due;495;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1496;09/01/2020;27/09/2020;61008;0;0;3992;43065;EFECTIVOS ;;due;496;8;21935;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1497;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;497;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1498;09/01/2020;27/09/2020;51008;0;0;3992;0;EFECTIVOS ;;paid;498;8;55000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1499;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;499;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1500;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;500;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1501;09/01/2020;27/09/2020;61008;0;0;3992;96022;EFECTIVOS ;;due;501;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1502;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;502;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1503;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;503;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1504;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;504;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1505;09/01/2020;27/09/2020;51008;0;0;3992;91000;EFECTIVOS ;;due;505;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1506;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;506;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1507;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;507;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1508;09/01/2020;27/09/2020;61008;0;0;3992;54333;EFECTIVOS ;;due;508;8;10667;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1509;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;509;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1510;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;510;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1511;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;511;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1512;09/01/2020;27/09/2020;51008;0;0;3992;41867;EFECTIVOS ;;due;512;8;13133;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1513;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;513;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1514;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;514;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1515;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;515;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1516;09/01/2020;27/09/2020;51008;0;0;3992;91000;EFECTIVOS ;;due;516;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1517;09/01/2020;27/09/2020;61008;0;0;3992;34667;EFECTIVOS ;;due;517;8;30333;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1518;09/01/2020;27/09/2020;51008;0;0;3992;5000;EFECTIVOS ;;due;518;8;50000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1519;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;519;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1520;09/01/2020;27/09/2020;51008;0;0;3992;50000;EFECTIVOS ;;due;520;8;5000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1521;09/01/2020;27/09/2020;51008;0;0;3992;48065;EFECTIVOS ;;due;521;8;6935;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1522;09/01/2020;27/09/2020;61008;0;0;3992;105054;EFECTIVOS ;;due;522;8;;3;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1523;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;523;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1524;09/01/2020;27/09/2020;51008;0;0;3992;30000;EFECTIVOS ;;due;524;8;25000;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1525;09/01/2020;27/09/2020;101008;0;0;3992;0;EFECTIVOS ;;paid;525;8;105000;2;Yes;0;%;Yopal ;Television ;10Megas;0;no;Activo;0
1526;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;526;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1527;09/01/2020;27/09/2020;61008;0;0;3992;0;EFECTIVOS ;;paid;527;8;65000;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1528;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;528;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1529;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;529;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1530;09/01/2020;27/09/2020;51008;0;0;3992;53167;EFECTIVOS ;;due;530;8;1833;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1531;09/01/2020;27/09/2020;101008;0;0;3992;105000;EFECTIVOS ;;due;531;8;0;2;Yes;0;%;Yopal ;Television ;10Megas;0;no;Activo;0
1532;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;532;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1533;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;533;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1534;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;534;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1535;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;535;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1536;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;536;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1537;09/01/2020;27/09/2020;51008;0;0;3992;91000;EFECTIVOS ;;due;537;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1538;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;538;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1539;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;539;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1540;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;540;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1541;09/01/2020;27/09/2020;95000;0;0;;95000;EFECTIVOS ;;due;541;8;0;;No;0;%;Yopal ;No;10Megas;0;no;Activo;0
1542;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;542;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1543;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;543;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1544;09/01/2020;27/09/2020;21008;0;0;3992;25000;EFECTIVOS ;;due;544;8;0;1;Yes;0;%;Yopal ;Television ;No;0;no;Activo;0
1545;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;545;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1546;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;546;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1547;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;547;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1548;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;548;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1549;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;549;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1550;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;550;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1551;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;551;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1552;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;552;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1553;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;553;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1554;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;554;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1555;09/01/2020;27/09/2020;101008;0;0;3992;105000;EFECTIVOS ;;due;555;8;0;2;Yes;0;%;Yopal ;Television ;10Megas;0;no;Activo;0
1556;09/01/2020;27/09/2020;51008;0;0;3992;55000;EFECTIVOS ;;due;556;8;0;2;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
1557;09/01/2020;27/09/2020;61008;0;0;3992;65000;EFECTIVOS ;;due;557;8;0;2;Yes;0;%;Yopal ;Television ;5Megas;0;no;Activo;0
1558;09/01/2020;27/09/2020;51008;0;0;3992;79991;EFECTIVOS ;;due;558;8;;3;Yes;0;%;Yopal ;Television ;3Megas;0;no;Activo;0
